Grant,Lead Agency Name,Partner Name,Location Name,Provider Type,Street Address,City,State,Zip Code,Location County Served,Location School District,FY Year End Date,Fiscal Year,Full Day Funded Slots,Half Day Funded Slots,Total Funded Slots,Pre-K Identification Number,Master Provider Identification (MPI) Number,Master Provider ID Service Location Identification Number,Lead Agency Master Provider ID,Georeferenced Latitude & Longitude,State FIPS Code,County FIPS Code
PA PKC,COMMUNITY ACTION PARTNERSHIP CAMBRIA CTY,,SALIX HEAD START CENTER,HEAD START,1075 FOREST HILLS DR,SALIX,PA,15952,CAMBRIA,FOREST HILLS,06/30/2025,FY2024-2025,19,0,19,12330,102280120,6,102280120,POINT (-78.76502 40.30155),42,21
PA PKC,NORTHEASTERN CHILD CARE SERVICES INC,,TREASURE HOUSE CHILD DEVELOPMENT CENTER HONESDALE,CHILD CARE PROVIDER,329 CLIFF ST,HONESDALE,PA,18431,WAYNE,WAYNE HIGHLANDS,06/30/2025,FY2024-2025,17,0,17,11862,100302505,15,100302505,POINT (-75.24932 41.57523),42,127
PA PKC,UNITED WAY OF BUCKS COUNTY,CHILDREN OF GOD EDUCATIONAL SERVICES LLC,CHILDREN OF GOD EDUCATIONAL SERVICES LLC,CHILD CARE PROVIDER,414 MILL ST SUITE 204 B,BRISTOL,PA,19007,BUCKS,BRISTOL BOROUGH,06/30/2025,FY2024-2025,18,0,18,14687,103260409,1,102280185,POINT (-74.85958 40.09651),42,17
PA PKC,BLUEPRINTS,,WEST GREENE ELEMENTARY,HEAD START,1350 HARGUS CREEK RD,WAYNESBURG,PA,15370,GREENE,WEST GREENE,06/30/2025,FY2024-2025,18,0,18,13384,100731376,46,100731376,POINT (-80.28354 39.86817),42,59
PA PKC,WARWICK CHILD CARE CENTER INC,,WARWICK CHILD CARE,CHILD CARE PROVIDER,40 S VILLAGE AVE,EXTON,PA,19341,CHESTER,DOWNINGTOWN AREA,06/30/2025,FY2024-2025,20,0,20,1424,100129713,3,100129713,POINT (-75.65556 40.05392),42,29
PA PKC,CEN-CLEAR CHILD SERVICES INC,,PORT MATILDA ELEMENTARY,HEAD START,209 LOCUST ST,PORT MATILDA,PA,16870,CENTRE,BALD EAGLE AREA,06/30/2015,FY2014-2015,0,11,11,1586,100005322,51,100005322,POINT (-78.05071 40.79984),42,27
PA PKC,HEAVENLY DAYCARE AND LEARNING CENTER INC,DESTINYS MANAGEMENT GROUP,I HAVE A DREAM EARLY LEARNING ACADEMY,CHILD CARE PROVIDER,6223 CEDAR AVE,PHILADELPHIA,PA,19143,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,2,0,2,25118,104081304,1,103104511,POINT (-75.24742 39.953),42,101
PA PKC,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,MILLVILLE ELEMENTARY PRE K COUNTS,HEAD START,370 E BATTIN LN,MILLVILLE,PA,17846,COLUMBIA,MILLVILLE AREA,06/30/2025,FY2024-2025,18,0,18,20766,100891119,30,100891119,POINT (-76.52754 41.12492),42,37
PA PKC,CEN-CLEAR CHILD SERVICES INC,,BELLEFONTE ELEMENTARY,HEAD START,100 W LINN ST,BELLEFONTE,PA,16823,CENTRE,BELLEFONTE AREA,06/30/2021,FY2020-2021,0,18,18,1249,100005322,57,100005322,POINT (-77.78012 40.91562),42,27
HSSAP,BUTLER COUNTY CHILDRENS CENTER,,DASSA MCKINNEY ELEMENTARY,HEAD START,391 HOOKER RD,WEST SUNBURY,PA,16061,BUTLER,MONITEAU,06/30/2025,FY2024-2025,0,0,20,12543,100134277,7,100134277,POINT (-79.8803 41.00164),42,19
PA PKC,PITTSBURGH PUBLIC SCHOOLS,,LINDEN PRE-K,SCHOOL DISTRICT,725 S LINDEN AVE,PITTSBURGH,PA,15208,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,16,0,16,21990,100133995,71,100133995,POINT (-79.91663 40.44571),42,3
PA PKC,CEN-CLEAR CHILD SERVICES INC,ASOCIACION PUERTORRIQUENOS EN MARCHA INC,BELLEFONTE ELEMENTARY,HEAD START,100 W LINN ST,BELLEFONTE,PA,16823,CENTRE,BELLEFONTE AREA,06/30/2016,FY2015-2016,0,18,18,1249,100005322,57,100005322,POINT (-77.78012 40.91562),42,27
PA PKC,COMMUNITY SERVICES FOR CHILDREN INC,,HEAD START DONLEY CAMPUS,HEAD START,1520 HANOVER AVE,ALLENTOWN,PA,18109,LEHIGH,ALLENTOWN CITY,06/30/2025,FY2024-2025,18,0,18,1802,100128144,3,100128144,POINT (-75.43251 40.61901),42,77
PA PKC,KIDS FIRST CENTER FOR EARLY LEARNING,,KIDS FIRST CENTER FOR EARLY LEARNING,CHILD CARE PROVIDER,4 SHERATON DR,ALTOONA,PA,16601,BLAIR,ALTOONA AREA,06/30/2025,FY2024-2025,100,0,100,22090,103665372,1,103665372,POINT (-78.41171 40.45893),42,13
PA PKC,CEN-CLEAR CHILD SERVICES INC,,WINGATE ELEMENTARY,HEAD START,751 S EAGLE VALLEY RD,WINGATE,PA,16823,CENTRE,BALD EAGLE AREA,06/30/2021,FY2020-2021,19,0,19,1253,100005322,58,100005322,POINT (-77.81121 40.93591),42,27
PA PKC,SOUTHERN TIOGA SCH DIST,ACORNS TO OAKS CHILDCARE CENTER LLC,ACORNS TO OAKS CHILDCARE CENTER LLC,CHILD CARE PROVIDER,125 WILSON AVE,MANSFIELD,PA,16933,TIOGA,SOUTHERN TIOGA,06/30/2025,FY2024-2025,15,0,15,15701,103302394,1,1392504,POINT (-77.06956 41.80911),42,117
PA PKC,CEN-CLEAR CHILD SERVICES INC,,HOWARD ELEMENTARY,HEAD START,255 SCHOOL ST,HOWARD,PA,16841,CENTRE,BALD EAGLE AREA,06/30/2019,FY2018-2019,15,0,15,13949,100005322,113,100005322,POINT (-77.65646 41.0144),42,27
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTER/WALNUT STREET,CHILD CARE PROVIDER,1145 W WALNUT ST,ALLENTOWN,PA,18102,LEHIGH,ALLENTOWN CITY,06/30/2016,FY2015-2016,19,0,19,2187,100127245,8,100127245,POINT (-75.48089 40.59811),42,77
PA PKC,LIFESTEPS INC,,LIFESTEPS,CHILD CARE PROVIDER,138 FRIENDSHIP CIR,BEAVER,PA,15009,BEAVER,BEAVER AREA,06/30/2025,FY2024-2025,10,6,16,1247,100001092,53,100001092,POINT (-80.32278 40.70651),42,7
PA PKC,CEN-CLEAR CHILD SERVICES INC,,BELLEFONTE ELEMENTARY,HEAD START,100 W LINN ST,BELLEFONTE,PA,16823,CENTRE,BELLEFONTE AREA,06/30/2023,FY2022-2023,0,18,18,1249,100005322,57,100005322,POINT (-77.78012 40.91562),42,27
PA PKC,TREEHOUSE CHILDCARE SERVICES LLC,,THE CHILDRENS TREEHOUSE EARLY LRNG,CHILD CARE PROVIDER,102 HORSESHOE DR,THORNDALE,PA,19372,CHESTER,COATESVILLE AREA,06/30/2025,FY2024-2025,43,0,43,9331,102242095,1,102242095,POINT (-75.76396 39.99931),42,29
PA PKC,AMBRIDGE AREA SCHOOL DISTRICT,,STATE STREET ELEMENTARY SCHOOL,SCHOOL DISTRICT,600 HARMONY RD,BADEN,PA,15005,BEAVER,AMBRIDGE AREA,06/30/2025,FY2024-2025,20,0,20,20745,1392602,5,1392602,POINT (-80.22453 40.63114),42,7
PA PKC,CEN-CLEAR CHILD SERVICES INC,,RIDGWAY ELEMENTARY,HEAD START,62 SCHOOL DR,RIDGWAY,PA,15853,ELK,RIDGWAY AREA,06/30/2022,FY2021-2022,18,0,18,18781,100005322,131,100005322,POINT (-78.70763 41.41308),42,47
PA PKC,COUNCIL OF THREE RIVERS AMER INDIAN CTR,CRAFTON CHILDRENS CORNER,CRAFTON CHILDRENS CORNER,CHILD CARE PROVIDER,875 GREENTREE RD BLDG 6,PITTSBURGH,PA,15220,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,9,0,9,1578,100134491,4,100137466,POINT (-80.0392 40.42462),42,3
PA PKC,UNIONTOWN AREA SCHOOL DISTRICT,PIC WESTMORELAND/FAYETTE,LAFAYETTE ELEMENTARY,HEAD START,303 CONNELLSVILLE ST,UNIONTOWN,PA,15401,FAYETTE,UNIONTOWN AREA,06/30/2025,FY2024-2025,16,0,16,1296,100134894,2,1455373,POINT (-79.70628 39.90105),42,51
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,HAWLEY ELEMENTARY,HEAD START,500 ACADEMY ST,HAWLEY,PA,18428,WAYNE,WALLENPAUPACK AREA,06/30/2025,FY2024-2025,0,0,34,1647,102280167,2,102280167,POINT (-75.1764 41.47585),42,127
PA PKC,PITTSBURGH PUBLIC SCHOOLS,,JOHN MORROW CENTER,SCHOOL DISTRICT,1611 DAVIS AVE,PITTSBURGH,PA,15212,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,32,0,32,3045,100133995,39,100133995,POINT (-80.03991 40.48036),42,3
PA PKC,CHESTER UPLAND SCHOOL DIST,,MAIN STREET ELEMENTARY,SCHOOL DISTRICT,704 MAIN ST,UPLAND,PA,19015,DELAWARE,CHESTER-UPLAND,06/30/2025,FY2024-2025,40,0,40,1672,1394429,5,1394429,POINT (-75.38222 39.85664),42,45
PA PKC,RIVERSIDE BEAVER COUNTY SC DIS,,RIVERSIDE ELEMENTARY SCHOOL,SCHOOL DISTRICT,302 COUNTRY CLUB DR,ELLWOOD CITY,PA,16117,BEAVER,RIVERSIDE BEAVER COUNTY,06/30/2025,FY2024-2025,20,0,20,20809,1301161,5,1301161,POINT (-80.2585 40.83332),42,7
PA PKC,PENNS MANOR AREA SCHOOL DISTRICT,,PENNS MANOR AREA SD,SCHOOL DISTRICT,6003 ROUTE 553 HWY,CLYMER,PA,15728,INDIANA,PENNS MANOR AREA,06/30/2025,FY2024-2025,0,22,22,1096,1804830,3,1804830,POINT (-78.94505 40.63844),42,63
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTER/WALNUT STREET,CHILD CARE PROVIDER,1145 W WALNUT ST,ALLENTOWN,PA,18102,LEHIGH,ALLENTOWN CITY,06/30/2024,FY2023-2024,34,0,34,2187,100127245,8,100127245,POINT (-75.48089 40.59811),42,77
PA PKC,LIGONIER VALLEY LEARNING CENTER INC,DERRY AREA SCHOOL DISTRICT,GRANDVIEW ELEMENTARY SCHOOL,SCHOOL DISTRICT,188 RECREATION RD,DERRY,PA,15627,WESTMORELAND,DERRY AREA,06/30/2025,FY2024-2025,40,0,40,18713,1442052,3,100134858,POINT (-79.30927 40.34385),42,129
PA PKC,CHILD DEVELOPMENT CENTERS INC,,ROOSEVELT CHILD DEVELOPMENT CENTER,CHILD CARE PROVIDER,2300 CRANBERRY ST,ERIE,PA,16502,ERIE,ERIE CITY,06/30/2025,FY2024-2025,20,0,20,25388,100221926,42,100221926,POINT (-80.10074 42.105),42,49
PA PKC,"JEFFERSON-CLARION HEAD START, INC.",,KNOX CENTER,HEAD START,451 HUSTON AVE RM K1,KNOX,PA,16232,CLARION,KEYSTONE,06/30/2025,FY2024-2025,17,0,17,12217,102280149,17,102280149,POINT (-79.53497 41.22956),42,31
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,KENCREST SERVICES,KENCREST ADAMS PHILADELPHIA,CHILD CARE PROVIDER,575 ADAMS AVE,PHILADELPHIA,PA,19120,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,40,0,40,22635,100000999,953,100137321,POINT (-75.10804 40.03639),42,101
HSSAP,POCONO SERVICES FOR FAMILIES AND CHILDRE,,MIDDLE SMITHFIELD HEAD START,HEAD START,5180 MILFORD RD,EAST STROUDSBURG,PA,18302,MONROE,EAST STROUDSBURG AREA,06/30/2025,FY2024-2025,0,0,16,9939,100126856,9,100126856,POINT (-75.078 41.05988),42,89
HSSAP,CEN-CLEAR CHILD SERVICES INC,,HARMONY ELEMENTARY,HEAD START,5239 RIDGE RD,WESTOVER,PA,16692,CLEARFIELD,HARMONY AREA,06/30/2019,FY2018-2019,0,0,14,10011,100005322,80,100005322,POINT (-78.72722 40.7782),42,33
PA PKC,SCHOOL DISTRICT OF CITY OF YORK,,MCKINLEY ELEMENTARY,SCHOOL DISTRICT,600 MANOR ST,YORK,PA,17401,YORK,YORK CITY,06/30/2025,FY2024-2025,19,0,19,24392,1455417,9,1455417,POINT (-76.72893 39.95267),42,133
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTERS FOWLER,CHILD CARE PROVIDER,938 MAIN ST,BETHLEHEM,PA,18018,NORTHAMPTON,BETHLEHEM AREA,06/30/2024,FY2023-2024,19,0,19,1599,100127245,13,100127245,POINT (-75.38172 40.62733),42,95
PA PKC,BUSY LITTLE BEAVERS INC,,BUSY LITTLE BEAVERS,CHILD CARE PROVIDER,23 WESNER LN,DANVILLE,PA,17821,MONTOUR,DANVILLE AREA,06/30/2025,FY2024-2025,34,0,34,2281,100135499,1,100135499,POINT (-76.58001 40.96522),42,93
PA PKC,TUSCARORA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,TUSCARORA SCHOOL DISTRICT,HEAD START,70 SCHOOL HOUSE RD,SAINT THOMAS,PA,17252,FRANKLIN,TUSCARORA,06/30/2025,FY2024-2025,18,0,18,11842,102280434,19,1455524,POINT (-77.79813 39.91849),42,55
PA PKC,PATHSTONE,,FRANKLIN COUNTY CHILD & FAMILY DEVELOPMENT CENTER,HEAD START,301 LORTZ AVE,CHAMBERSBURG,PA,17201,FRANKLIN,CHAMBERSBURG AREA,06/30/2025,FY2024-2025,30,0,30,9861,100277028,4,100277028,POINT (-77.65786 39.92958),42,55
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTERS/CHASE ELC,CHILD CARE PROVIDER,540 CHEW ST,ALLENTOWN,PA,18102,LEHIGH,ALLENTOWN CITY,06/30/2018,FY2017-2018,70,0,70,1236,100127245,4,100127245,POINT (-75.47139 40.60708),42,77
PA PKC,SCHOOL DISTRICT OF CITY OF YORK,,EDGAR FAHS SMITH STEAM ACADEMY,SCHOOL DISTRICT,701 TEXAS AVE,YORK,PA,17404,YORK,YORK CITY,06/30/2025,FY2024-2025,47,0,47,24395,1455417,12,1455417,POINT (-76.75368 39.96327),42,133
HSSAP,PITTSBURGH PUBLIC SCHOOLS,EASTMINSTER PRESBYTERIAN CHURCH OF PGH,EASTMINSTER CHILD CARE,HEAD START,250 N HIGHLAND AVE,PITTSBURGH,PA,15206,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,0,0,8,1779,100133663,1,100133995,POINT (-79.92395 40.46335),42,3
PA PKC,YOUTH ENRICHMENT PROGRAMS INC,,DISCOVERY PLACE PRESCHOOL FOR LITTLE PEOPLE,CHILD CARE PROVIDER,125 CHESTER AVE,LANSDOWNE,PA,19050,DELAWARE,WILLIAM PENN,06/30/2025,FY2024-2025,80,0,80,10171,100318891,3,100318891,POINT (-75.25529 39.92394),42,45
HSSAP,CEN-CLEAR CHILD SERVICES INC,,DUBOIS PRESCHOOL CAMPUS,HEAD START,1 BEAVER DR,DU BOIS,PA,15801,CLEARFIELD,DUBOIS AREA,06/30/2023,FY2022-2023,0,0,9,18645,100005322,130,100005322,POINT (-78.75449 41.12405),42,33
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,,E.M. STANTON SCHOOL,SCHOOL DISTRICT,1700 CHRISTIAN ST,PHILADELPHIA,PA,19146,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,10,0,10,9845,100137321,150,100137321,POINT (-75.17125 39.94064),42,101
PA PKC,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,NORTHWEST ELEMENTARY SCHOOL,SCHOOL DISTRICT,1315 OLD FORGE RD,LEBANON,PA,17046,LEBANON,LEBANON,06/30/2025,FY2024-2025,34,0,34,1187,1440076,4,100758487,POINT (-76.43635 40.3476),42,75
PA PKC,GRACE COVENANT CHURCH,ST JOHNS EVANGELICAL LUTHERAN CHURCH,ST JOHNS CHRISTIAN DAY CARE,CHILD CARE PROVIDER,3597 W MAIN ST,BELLEVILLE,PA,17004,MIFFLIN,MIFFLIN COUNTY,06/30/2025,FY2024-2025,10,0,10,2814,100996765,1,100262660,POINT (-77.73852 40.60052),42,87
PA PKC,SCHOOL DISTRICT OF LANCASTER,,WASHINGTON ELEMENTARY,SCHOOL DISTRICT,545 S ANN ST,LANCASTER,PA,17602,LANCASTER,LANCASTER,06/30/2025,FY2024-2025,38,0,38,20782,1392433,13,1392433,POINT (-76.29323 40.03108),42,71
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,CHARTIERS VALLEY PRIMARY SCHOOL,SCHOOL DISTRICT,125 THOMS RUN RD,BRIDGEVILLE,PA,15017,ALLEGHENY,CHARTIERS VALLEY,06/30/2025,FY2024-2025,0,0,18,22099,100138249,110,100746305,POINT (-80.10687 40.38138),42,3
PA PKC,CEN-CLEAR CHILD SERVICES INC,HARMONY SCHOOL BOARD,HARMONY ELEMENTARY SCHOOL,SCHOOL DISTRICT,5239 RIDGE ROAD,WESTOVER,PA,16692,CLEARFIELD,HARMONY AREA,06/30/2024,FY2023-2024,15,0,15,1614,1403107,3,100005322,POINT (-78.72722 40.7782),42,33
PA PKC,WILSON AREA SCHOOL DISTRICT,LEHIGH VALLEY CHILDRENS CENTER INC,LEHIGH VALLEY CHILDRENS CENTERS AT WILSON,CHILD CARE PROVIDER,301 S 21ST ST,EASTON,PA,18042,NORTHAMPTON,WILSON AREA,06/30/2025,FY2024-2025,19,0,19,4704,100127245,16,1922360,POINT (-75.24284 40.68603),42,95
PA PKC,CEN-CLEAR CHILD SERVICES INC,,PHILIPSBURG PRESCHOOL CAMPUS,CHILD CARE PROVIDER,580 OLD ROUTE 322,PHILIPSBURG,PA,16866,CLEARFIELD,PHILIPSBURG-OSCEOLA AREA,06/30/2023,FY2022-2023,3,16,19,14189,100005322,115,100005322,POINT (-78.24353 40.90842),42,33
HSSAP,CEN-CLEAR CHILD SERVICES INC,,PENN-GRAMPIAN ELEMENTARY,HEAD START,178 WALLTOWN RD,GRAMPIAN,PA,16838,CLEARFIELD,CURWENSVILLE AREA,06/30/2022,FY2021-2022,0,0,32,1292,100005322,60,100005322,POINT (-78.61885 40.96877),42,33
PA PKC,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,LINE MOUNTAIN ELEMENTARY SCHOOL,HEAD START,500 W SHAMOKIN ST,TREVORTON,PA,17881,NORTHUMBERLAND,LINE MOUNTAIN,06/30/2025,FY2024-2025,18,0,18,1297,100891119,6,100891119,POINT (-76.67392 40.78082),42,97
PA PKC,SOMERSET ACADEMY EARLY LEARNING CENTER,,SOMERSET ACADEMY EARLY LEARNING CENTER,CHILD CARE PROVIDER,719 W GIRARD AVE,PHILADELPHIA,PA,19123,PHILADELPHIA,PHILADELPHIA CITY,06/30/2025,FY2024-2025,20,0,20,18952,103286620,1,103286620,POINT (-75.1492 39.97047),42,101
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTERS ON PARK AVE,CHILD CARE PROVIDER,3880 PARK AVE,NEFFS,PA,18065,LEHIGH,NORTHERN LEHIGH,06/30/2022,FY2021-2022,19,0,19,21506,100127245,49,100127245,POINT (-75.61313 40.69543),42,77
PA PKC,CEN-CLEAR CHILD SERVICES INC,,DUBOIS PRESCHOOL CAMPUS,HEAD START,1 BEAVER DR,DU BOIS,PA,15801,CLEARFIELD,DUBOIS AREA,06/30/2023,FY2022-2023,29,0,29,18645,100005322,130,100005322,POINT (-78.75449 41.12405),42,33
PA PKC,CEN-CLEAR CHILD SERVICES INC,,OSCEOLA MILLS ELEMENTARY,HEAD START,400 COAL ST,OSCEOLA MILLS,PA,16666,CLEARFIELD,PHILIPSBURG-OSCEOLA AREA,06/30/2016,FY2015-2016,14,0,14,1661,100005322,54,100005322,POINT (-78.27206 40.85156),42,33
PA PKC,UNITY MARKETING GROUP INC,WESTMORELAND CAPITAL HOLDINGS LLC,GREAT EXPECTATIONS CHILD CARE AND EARLY LRNG CTR,CHILD CARE PROVIDER,308 UNITY PLZ,LATROBE,PA,15650,WESTMORELAND,GREATER LATROBE,06/30/2025,FY2024-2025,20,0,20,13842,103042034,1,100168005,POINT (-79.39313 40.28295),42,129
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTERS/MONOCACY MANOR,CHILD CARE PROVIDER,395 BRIDLE PATH RD,BETHLEHEM,PA,18017,NORTHAMPTON,BETHLEHEM AREA,06/30/2016,FY2015-2016,19,0,19,12387,100127245,37,100127245,POINT (-75.3834 40.65004),42,95
PA PKC,LANCASTER-LEBANON INTERMEDIATE UNIT 13,KOCHENDERFERS UNITED METH CHURCH,KOCHENDERFERS CHRISTIAN DAY CARE,CHILD CARE PROVIDER,1105 KOCHENDERFER RD,LEBANON,PA,17046,LEBANON,CORNWALL-LEBANON,06/30/2025,FY2024-2025,38,0,38,6222,100224777,1,100758487,POINT (-76.42464 40.36897),42,75
PA PKC,PIC WESTMORELAND/FAYETTE,,PIC KIDZ ZONE,HEAD START,219 DONOHOE RD,GREENSBURG,PA,15601,WESTMORELAND,HEMPFIELD,06/30/2025,FY2024-2025,16,0,16,24528,100134894,63,100134894,POINT (-79.50162 40.31109),42,129
PA PKC,CEN-CLEAR CHILD SERVICES INC,,CEN-CLEAR CHILD SERVICES HEAD START,HEAD START,1224 GRAHAM ST,HYDE,PA,16843,CLEARFIELD,CLEARFIELD AREA,06/30/2023,FY2022-2023,12,0,12,1799,100005322,64,100005322,,42,33
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTERS ON FAIRMONT,CHILD CARE PROVIDER,1313 FAIRMONT ST # 1335,WHITEHALL,PA,18052,LEHIGH,WHITEHALL-COPLAY,06/30/2021,FY2020-2021,38,0,38,20663,100127245,47,100127245,POINT (-75.49389 40.61785),42,77
HSSAP,COLUMBIA DAYCARE PROGRAM INC,,BERWICK CHILD & FAMILY CENTER,HEAD START,116 COLUMBIA AVE,BERWICK,PA,18603,COLUMBIA,BERWICK AREA,06/30/2025,FY2024-2025,0,0,17,20584,100127183,10,100127183,POINT (-76.24277 41.06423),42,37
HSSAP,COMMUNITY PROGRESS COUNCIL INC,,WINDSOR MANOR ELEMENTARY,HEAD START,2110 WINDSOR RD,WINDSOR,PA,17366,YORK,RED LION AREA,06/30/2025,FY2024-2025,0,0,9,13697,100126696,19,100126696,POINT (-76.58812 39.92295),42,133
HSSAP,CEN-CLEAR CHILD SERVICES INC,,PORT MATILDA ELEMENTARY,HEAD START,209 LOCUST ST,PORT MATILDA,PA,16870,CENTRE,BALD EAGLE AREA,06/30/2017,FY2016-2017,0,0,14,1586,100005322,51,100005322,POINT (-78.05071 40.79984),42,27
HSSAP,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,MID VALLEY HEAD START,HEAD START,50 UNDERWOOD RD,THROOP,PA,18512,LACKAWANNA,MID VALLEY,06/30/2025,FY2024-2025,0,0,15,13512,102280167,70,102280167,POINT (-75.60315 41.44769),42,69
HSSAP,CEN-CLEAR CHILD SERVICES INC,,MOSHANNON VALLEY ELEMENTARY,HEAD START,5026 GREEN ACRE RD,HOUTZDALE,PA,16651,CLEARFIELD,MOSHANNON VALLEY,06/30/2019,FY2018-2019,0,0,14,1273,100005322,55,100005322,POINT (-78.401 40.82713),42,33
HSSAP,LUZERNE COUNTY HEAD START INC,,LCCC CENTER HAZLETON,HEAD START,100 W BROAD ST SUITES 115 AND 117,HAZLETON,PA,18201,LUZERNE,HAZLETON AREA,06/30/2025,FY2024-2025,0,0,16,25454,102280158,43,102280158,POINT (-75.97551 40.95445),42,79
HSSAP,BLUEPRINTS,,AVELLA ELEMENTARY SCHOOL,HEAD START,1000 AVELLA RD,AVELLA,PA,15312,WASHINGTON,AVELLA AREA,06/30/2025,FY2024-2025,0,0,7,18874,100731376,50,100731376,POINT (-80.41786 40.27392),42,125
HSSAP,LANCASTER-LEBANON INTERMEDIATE UNIT 13,,NORTHERN LEBANON ELEMENTARY SCHOOL,HEAD START,346 SCHOOL DR,FREDERICKSBURG,PA,17026,LEBANON,NORTHERN LEBANON,06/30/2025,FY2024-2025,0,0,7,25478,100758487,38,100758487,POINT (-76.44487 40.43472),42,75
PA PKC,BERKS COMMUNITY ACTION PROGRAM,LIVE N LEARN STATION INC,LIVE N LEARN STATION,CHILD CARE PROVIDER,135 S 5TH ST,READING,PA,19602,BERKS,READING,06/30/2025,FY2024-2025,60,0,60,1188,100231646,1,102280111,POINT (-75.92736 40.33269),42,11
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,EAST ALLEGHENY ROLLING WOODS PRE K COUNTS,HEAD START,3203 MARYLAND AVE,NORTH VERSAILLES,PA,15137,ALLEGHENY,EAST ALLEGHENY,06/30/2025,FY2024-2025,0,0,36,14233,100138249,100,100746305,POINT (-79.82793 40.3804),42,3
PA PKC,DUCK HOLLOW DISCOVERY LEARNING CENTER I,,DUCK HOLLOW DISCOVERY LNG CTR AT ALBERT GALLATIN,CHILD CARE PROVIDER,1152 TOWNSHIP DR,UNIONTOWN,PA,15401,FAYETTE,ALBERT GALLATIN AREA,06/30/2025,FY2024-2025,80,0,80,23757,100142635,4,100142635,POINT (-79.78401 39.83106),42,51
HSSAP,PITTSBURGH PUBLIC SCHOOLS,,WOOLSLAIR ELEMENTARY,SCHOOL DISTRICT,501 40TH ST,PITTSBURGH,PA,15224,ALLEGHENY,PITTSBURGH,06/30/2025,FY2024-2025,0,0,8,12843,100133995,60,100133995,POINT (-79.95749 40.46339),42,3
PA PKC,BRADFORD TIOGA HEAD START INC.,,TROY HEAD START 2,HEAD START,430 CANTON ST,TROY,PA,16947,BRADFORD,WYALUSING AREA,06/30/2025,FY2024-2025,17,0,17,12412,102877208,5,102877208,POINT (-76.79159 41.78122),42,15
PA PKC,GREATER SUSQUEHANNA VALLEY YMCA,,MILTON YMCA DAY CARE,CHILD CARE PROVIDER,32 BROADWAY ST,MILTON,PA,17847,NORTHUMBERLAND,MILTON AREA,06/30/2025,FY2024-2025,28,0,28,5338,100137662,12,100137662,POINT (-76.85428 41.02024),42,97
PA PKC,LEHIGH VALLEY CHILDRENS CENTER INC,,LEHIGH VALLEY CHILDRENS CENTER AT CAMPUS,CHILD CARE PROVIDER,410 E 5TH ST,BETHLEHEM,PA,18015,NORTHAMPTON,BETHLEHEM AREA,06/30/2023,FY2022-2023,53,0,53,1598,100127245,12,100127245,POINT (-75.37277 40.60938),42,95
PA PKC,DR GERTRUDE A BARBER CENTER INC,,CORRY ELEMENTARY,LICENSED NURSERY,423 WAYNE ST,CORRY,PA,16407,ERIE,CORRY AREA,06/30/2025,FY2024-2025,15,0,15,13506,100000522,435,100000522,POINT (-79.63652 41.92804),42,49
PA PKC,SCHOOL DISTRICT OF LANCASTER,CHILDCARE SERVICES INC,OWL HILL LEARNING CENTER,LICENSED NURSERY,313 W LIBERTY ST SUITE 1,LANCASTER,PA,17603,LANCASTER,LANCASTER,06/30/2025,FY2024-2025,98,0,98,22900,100123433,9,1392433,POINT (-76.31341 40.05187),42,71
