Year,Geographic Region,State,Group Method,Method,Suicides,Group Percentage
2017,Western,Region Total,General Population Method,Firearms,"5,527",47.9
2017,Western,Region Total,General Population Method,Poisoning,"1,788",15.5
2017,Western,Region Total,General Population Method,Suffocation,"3,146",27.3
2017,Western,Region Total,General Population Method,Other suicide,"1,078",9.3
2017,Western,Alaska,General Population Method,Firearms,109,57.7
2017,Western,Alaska,General Population Method,Suffocation,52,27.5
2017,Western,Alaska,General Population Method,Other and low-count methods,28,14.8
2017,Western,Arizona,General Population Method,Firearms,771,60.2
2017,Western,Arizona,General Population Method,Poisoning,174,13.6
2017,Western,Arizona,General Population Method,Suffocation,254,19.8
2017,Western,Arizona,General Population Method,Other suicide,81,6.3
2017,Western,California,General Population Method,Firearms,"1,574",37.6
2017,Western,California,General Population Method,Poisoning,644,15.4
2017,Western,California,General Population Method,Suffocation,"1,373",32.8
2017,Western,California,General Population Method,Other suicide,594,14.2
2017,Western,Colorado,General Population Method,Firearms,569,51.3
2017,Western,Colorado,General Population Method,Poisoning,183,16.5
2017,Western,Colorado,General Population Method,Suffocation,302,27.2
2017,Western,Colorado,General Population Method,Other suicide,56,5
2017,Western,Hawaii,General Population Method,Firearms,30,13.5
2017,Western,Hawaii,General Population Method,Poisoning,40,17.9
2017,Western,Hawaii,General Population Method,Suffocation,124,55.6
2017,Western,Hawaii,General Population Method,Other suicide,29,13
2017,Western,Idaho,General Population Method,Firearms,231,62.1
2017,Western,Idaho,General Population Method,Poisoning,52,14
2017,Western,Idaho,General Population Method,Suffocation,78,21
2017,Western,Idaho,General Population Method,Other suicide,11,3
2017,Western,Montana,General Population Method,Firearms,208,68.9
2017,Western,Montana,General Population Method,Poisoning,31,10.3
2017,Western,Montana,General Population Method,Suffocation,49,16.2
2017,Western,Montana,General Population Method,Other suicide,14,4.6
2017,Western,Nevada,General Population Method,Firearms,318,52.2
2017,Western,Nevada,General Population Method,Poisoning,118,19.4
2017,Western,Nevada,General Population Method,Suffocation,126,20.7
2017,Western,Nevada,General Population Method,Other suicide,47,7.7
2017,Western,New Mexico,General Population Method,Firearms,251,54.7
2017,Western,New Mexico,General Population Method,Poisoning,62,13.5
2017,Western,New Mexico,General Population Method,Suffocation,122,26.6
2017,Western,New Mexico,General Population Method,Other suicide,24,5.2
2017,Western,Oregon,General Population Method,Firearms,426,53.7
2017,Western,Oregon,General Population Method,Poisoning,130,16.4
2017,Western,Oregon,General Population Method,Suffocation,164,20.7
2017,Western,Oregon,General Population Method,Other suicide,74,9.3
2017,Western,Utah,General Population Method,Firearms,323,52
2017,Western,Utah,General Population Method,Poisoning,128,20.6
2017,Western,Utah,General Population Method,Suffocation,143,23
2017,Western,Utah,General Population Method,Other suicide,27,4.3
2017,Western,Washington,General Population Method,Firearms,623,49.9
2017,Western,Washington,General Population Method,Poisoning,190,15.2
2017,Western,Washington,General Population Method,Suffocation,328,26.3
2017,Western,Washington,General Population Method,Other suicide,107,8.6
2017,Western,Wyoming,General Population Method,Firearms,94,63.9
2017,Western,Wyoming,General Population Method,Suffocation,31,21.1
2017,Western,Wyoming,General Population Method,Other and low-count methods,22,15
2018,All,U.S. Total,General Population Method,Firearms,"23,707",51
2018,All,U.S. Total,General Population Method,Poisoning,"6,147",13.2
2018,All,U.S. Total,General Population Method,Suffocation,"12,908",27.8
2018,All,U.S. Total,General Population Method,Other suicide,"3,748",8.1
2018,Northeastern,Region Total,General Population Method,Firearms,"2,277",36.3
2018,Northeastern,Region Total,General Population Method,Poisoning,"1,018",16.2
2018,Northeastern,Region Total,General Population Method,Suffocation,"2,170",34.6
2018,Northeastern,Region Total,General Population Method,Other suicide,805,12.8
2018,Northeastern,Connecticut,General Population Method,Firearms,127,30.8
2018,Northeastern,Connecticut,General Population Method,Poisoning,86,20.9
2018,Northeastern,Connecticut,General Population Method,Suffocation,149,36.2
2018,Northeastern,Connecticut,General Population Method,Other suicide,50,12.1
2018,Northeastern,Maine,General Population Method,Firearms,144,54.8
2018,Northeastern,Maine,General Population Method,Poisoning,41,15.6
2018,Northeastern,Maine,General Population Method,Suffocation,56,21.3
2018,Northeastern,Maine,General Population Method,Other suicide,22,8.4
2018,Northeastern,Massachusetts,General Population Method,Firearms,146,20.2
2018,Northeastern,Massachusetts,General Population Method,Poisoning,133,18.4
2018,Northeastern,Massachusetts,General Population Method,Suffocation,346,47.9
2018,Northeastern,Massachusetts,General Population Method,Other suicide,98,13.6
2018,Northeastern,New Hampshire,General Population Method,Firearms,134,49.8
2018,Northeastern,New Hampshire,General Population Method,Poisoning,46,17.1
2018,Northeastern,New Hampshire,General Population Method,Suffocation,75,27.9
2018,Northeastern,New Hampshire,General Population Method,Other suicide,14,5.2
2018,Northeastern,New Jersey,General Population Method,Firearms,191,25.3
2018,Northeastern,New Jersey,General Population Method,Poisoning,124,16.4
2018,Northeastern,New Jersey,General Population Method,Suffocation,330,43.7
2018,Northeastern,New Jersey,General Population Method,Other suicide,110,14.6
2018,Northeastern,New York,General Population Method,Firearms,435,26
2018,Northeastern,New York,General Population Method,Poisoning,276,16.5
2018,Northeastern,New York,General Population Method,Suffocation,624,37.3
2018,Northeastern,New York,General Population Method,Other suicide,337,20.2
2018,Northeastern,Pennsylvania,General Population Method,Firearms,"1,007",51.7
2018,Northeastern,Pennsylvania,General Population Method,Poisoning,281,14.4
2018,Northeastern,Pennsylvania,General Population Method,Suffocation,519,26.6
2018,Northeastern,Pennsylvania,General Population Method,Other suicide,142,7.3
2018,Northeastern,Rhode Island,General Population Method,Firearms,23,21.9
2018,Northeastern,Rhode Island,General Population Method,Poisoning,19,18.1
2018,Northeastern,Rhode Island,General Population Method,Suffocation,44,41.9
2018,Northeastern,Rhode Island,General Population Method,Other suicide,19,18.1
2018,Northeastern,Vermont,General Population Method,Firearms,70,57.4
2018,Northeastern,Vermont,General Population Method,Poisoning,12,9.8
2018,Northeastern,Vermont,General Population Method,Suffocation,27,22.1
2018,Northeastern,Vermont,General Population Method,Other suicide,13,10.7
2018,Midwestern,Region Total,General Population Method,Firearms,"5,077",51
2018,Midwestern,Region Total,General Population Method,Poisoning,"1,327",13.3
2018,Midwestern,Region Total,General Population Method,Suffocation,"2,870",28.8
2018,Midwestern,Region Total,General Population Method,Other suicide,676,6.8
2018,Midwestern,Illinois,General Population Method,Firearms,558,39
2018,Midwestern,Illinois,General Population Method,Poisoning,229,16
2018,Midwestern,Illinois,General Population Method,Suffocation,480,33.5
2018,Midwestern,Illinois,General Population Method,Other suicide,164,11.5
2018,Midwestern,Indiana,General Population Method,Firearms,566,55.2
2018,Midwestern,Indiana,General Population Method,Poisoning,127,12.4
2018,Midwestern,Indiana,General Population Method,Suffocation,285,27.8
2018,Midwestern,Indiana,General Population Method,Other suicide,48,4.7
2018,Midwestern,Iowa,General Population Method,Firearms,223,46.9
2018,Midwestern,Iowa,General Population Method,Poisoning,72,15.2
2018,Midwestern,Iowa,General Population Method,Suffocation,147,30.9
2018,Midwestern,Iowa,General Population Method,Other suicide,33,6.9
2018,Midwestern,Kansas,General Population Method,Firearms,281,53.4
2018,Midwestern,Kansas,General Population Method,Poisoning,71,13.5
2018,Midwestern,Kansas,General Population Method,Suffocation,149,28.3
2018,Midwestern,Kansas,General Population Method,Other suicide,25,4.8
2018,Midwestern,Michigan,General Population Method,Firearms,778,53
2018,Midwestern,Michigan,General Population Method,Poisoning,197,13.4
2018,Midwestern,Michigan,General Population Method,Suffocation,410,27.9
2018,Midwestern,Michigan,General Population Method,Other suicide,83,5.7
2018,Midwestern,Minnesota,General Population Method,Firearms,340,48.4
2018,Midwestern,Minnesota,General Population Method,Poisoning,98,13.9
2018,Midwestern,Minnesota,General Population Method,Suffocation,210,29.9
2018,Midwestern,Minnesota,General Population Method,Other suicide,55,7.8
2018,Midwestern,Missouri,General Population Method,Firearms,694,59.5
2018,Midwestern,Missouri,General Population Method,Poisoning,135,11.6
2018,Midwestern,Missouri,General Population Method,Suffocation,285,24.4
2018,Midwestern,Missouri,General Population Method,Other suicide,52,4.5
2018,Midwestern,Nebraska,General Population Method,Firearms,143,55
2018,Midwestern,Nebraska,General Population Method,Poisoning,32,12.3
2018,Midwestern,Nebraska,General Population Method,Suffocation,71,27.3
2018,Midwestern,Nebraska,General Population Method,Other suicide,14,5.4
2018,Midwestern,North Dakota,General Population Method,Firearms,72,51.8
2018,Midwestern,North Dakota,General Population Method,Suffocation,46,33.1
2018,Midwestern,North Dakota,General Population Method,Other and low-count methods,21,15.1
2018,Midwestern,Ohio,General Population Method,Firearms,924,52.7
2018,Midwestern,Ohio,General Population Method,Poisoning,212,12.1
2018,Midwestern,Ohio,General Population Method,Suffocation,486,27.7
2018,Midwestern,Ohio,General Population Method,Other suicide,132,7.5
2018,Midwestern,South Dakota,General Population Method,Firearms,86,57.7
2018,Midwestern,South Dakota,General Population Method,Suffocation,43,28.9
2018,Midwestern,South Dakota,General Population Method,Other and low-count methods,20,13.4
2018,Midwestern,Wisconsin,General Population Method,Firearms,412,48.3
2018,Midwestern,Wisconsin,General Population Method,Poisoning,128,15
2018,Midwestern,Wisconsin,General Population Method,Suffocation,258,30.2
2018,Midwestern,Wisconsin,General Population Method,Other suicide,55,6.4
2018,Southern,Region Total,General Population Method,Firearms,"10,770",58.5
2018,Southern,Region Total,General Population Method,Poisoning,"2,082",11.3
2018,Southern,Region Total,General Population Method,Suffocation,"4,389",23.8
2018,Southern,Region Total,General Population Method,Other suicide,"1,178",6.4
2018,Southern,Alabama,General Population Method,Firearms,537,67.7
2018,Southern,Alabama,General Population Method,Poisoning,63,7.9
2018,Southern,Alabama,General Population Method,Suffocation,172,21.7
2018,Southern,Alabama,General Population Method,Other suicide,21,2.6
2018,Southern,Arkansas,General Population Method,Firearms,335,62.6
2018,Southern,Arkansas,General Population Method,Poisoning,64,12
2018,Southern,Arkansas,General Population Method,Suffocation,118,22.1
2018,Southern,Arkansas,General Population Method,Other suicide,18,3.4
2018,Southern,Delaware,General Population Method,Firearms,57,52.3
2018,Southern,Delaware,General Population Method,Suffocation,39,35.8
2018,Southern,Delaware,General Population Method,Other and low-count methods,13,11.9
2018,Southern,District of Columbia,General Population Method,Suffocation,23,43.4
2018,Southern,District of Columbia,General Population Method,Other suicide,14,26.4
2018,Southern,District of Columbia,General Population Method,Other and low-count methods,16,30.2
2018,Southern,Florida,General Population Method,Firearms,"1,840",52.7
2018,Southern,Florida,General Population Method,Poisoning,513,14.7
2018,Southern,Florida,General Population Method,Suffocation,823,23.6
2018,Southern,Florida,General Population Method,Other suicide,314,9
2018,Southern,Georgia,General Population Method,Firearms,959,63.7
2018,Southern,Georgia,General Population Method,Poisoning,165,11
2018,Southern,Georgia,General Population Method,Suffocation,304,20.2
2018,Southern,Georgia,General Population Method,Other suicide,78,5.2
2018,Southern,Kentucky,General Population Method,Firearms,496,64
2018,Southern,Kentucky,General Population Method,Poisoning,57,7.4
2018,Southern,Kentucky,General Population Method,Suffocation,179,23.1
2018,Southern,Kentucky,General Population Method,Other suicide,43,5.5
2018,Southern,Louisiana,General Population Method,Firearms,454,65.5
2018,Southern,Louisiana,General Population Method,Poisoning,58,8.4
2018,Southern,Louisiana,General Population Method,Suffocation,139,20.1
2018,Southern,Louisiana,General Population Method,Other suicide,42,6.1
2018,Southern,Maryland,General Population Method,Firearms,257,41
2018,Southern,Maryland,General Population Method,Poisoning,107,17.1
2018,Southern,Maryland,General Population Method,Suffocation,206,32.9
2018,Southern,Maryland,General Population Method,Other suicide,57,9.1
2018,Southern,Mississippi,General Population Method,Firearms,301,74.1
2018,Southern,Mississippi,General Population Method,Poisoning,16,3.9
2018,Southern,Mississippi,General Population Method,Suffocation,75,18.5
2018,Southern,Mississippi,General Population Method,Other suicide,14,3.4
2018,Southern,North Carolina,General Population Method,Firearms,847,58.7
2018,Southern,North Carolina,General Population Method,Poisoning,206,14.3
2018,Southern,North Carolina,General Population Method,Suffocation,318,22.1
2018,Southern,North Carolina,General Population Method,Other suicide,71,4.9
2018,Southern,Oklahoma,General Population Method,Firearms,446,58.8
2018,Southern,Oklahoma,General Population Method,Poisoning,74,9.7
2018,Southern,Oklahoma,General Population Method,Suffocation,213,28.1
2018,Southern,Oklahoma,General Population Method,Other suicide,26,3.4
2018,Southern,South Carolina,General Population Method,Firearms,480,61.4
2018,Southern,South Carolina,General Population Method,Poisoning,76,9.7
2018,Southern,South Carolina,General Population Method,Suffocation,176,22.5
2018,Southern,South Carolina,General Population Method,Other suicide,50,6.4
2018,Southern,Tennessee,General Population Method,Firearms,664,59.2
2018,Southern,Tennessee,General Population Method,Poisoning,116,10.3
2018,Southern,Tennessee,General Population Method,Suffocation,270,24.1
2018,Southern,Tennessee,General Population Method,Other suicide,72,6.4
2018,Southern,Texas,General Population Method,Firearms,"2,179",58.2
2018,Southern,Texas,General Population Method,Poisoning,353,9.4
2018,Southern,Texas,General Population Method,Suffocation,967,25.8
2018,Southern,Texas,General Population Method,Other suicide,242,6.5
2018,Southern,Virginia,General Population Method,Firearms,658,54.7
2018,Southern,Virginia,General Population Method,Poisoning,165,13.7
2018,Southern,Virginia,General Population Method,Suffocation,288,23.9
2018,Southern,Virginia,General Population Method,Other suicide,92,7.6
2018,Southern,West Virginia,General Population Method,Firearms,251,65.5
2018,Southern,West Virginia,General Population Method,Poisoning,32,8.4
2018,Southern,West Virginia,General Population Method,Suffocation,79,20.6
2018,Southern,West Virginia,General Population Method,Other suicide,21,5.5
2018,Western,Region Total,General Population Method,Firearms,"5,583",47
2018,Western,Region Total,General Population Method,Poisoning,"1,720",14.5
2018,Western,Region Total,General Population Method,Suffocation,"3,479",29.3
2018,Western,Region Total,General Population Method,Other suicide,"1,089",9.2
2018,Western,Alaska,General Population Method,Firearms,101,58.4
2018,Western,Alaska,General Population Method,Suffocation,51,29.5
2018,Western,Alaska,General Population Method,Other and low-count methods,21,12.1
2018,Western,Arizona,General Population Method,Firearms,779,56.4
2018,Western,Arizona,General Population Method,Poisoning,188,13.6
2018,Western,Arizona,General Population Method,Suffocation,344,24.9
2018,Western,Arizona,General Population Method,Other suicide,69,5
2018,Western,California,General Population Method,Firearms,"1,596",36.5
2018,Western,California,General Population Method,Poisoning,640,14.6
2018,Western,California,General Population Method,Suffocation,"1,573",36
2018,Western,California,General Population Method,Other suicide,563,12.9
2018,Western,Colorado,General Population Method,Firearms,637,52.2
2018,Western,Colorado,General Population Method,Poisoning,174,14.3
2018,Western,Colorado,General Population Method,Suffocation,336,27.5
2018,Western,Colorado,General Population Method,Other suicide,74,6.1
2018,Western,Hawaii,General Population Method,Firearms,30,17.2
2018,Western,Hawaii,General Population Method,Poisoning,20,11.5
2018,Western,Hawaii,General Population Method,Suffocation,97,55.7
2018,Western,Hawaii,General Population Method,Other suicide,27,15.5
2018,Western,Idaho,General Population Method,Firearms,239,61.1
2018,Western,Idaho,General Population Method,Poisoning,51,13
2018,Western,Idaho,General Population Method,Suffocation,81,20.7
2018,Western,Idaho,General Population Method,Other suicide,20,5.1
2018,Western,Montana,General Population Method,Firearms,156,61.9
2018,Western,Montana,General Population Method,Suffocation,48,19
2018,Western,Montana,General Population Method,Other and low-count methods,48,19
2018,Western,Nevada,General Population Method,Firearms,356,56.6
2018,Western,Nevada,General Population Method,Poisoning,101,16.1
2018,Western,Nevada,General Population Method,Suffocation,128,20.3
2018,Western,Nevada,General Population Method,Other suicide,44,7
2018,Western,New Mexico,General Population Method,Firearms,274,53.9
2018,Western,New Mexico,General Population Method,Poisoning,78,15.4
2018,Western,New Mexico,General Population Method,Suffocation,134,26.4
2018,Western,New Mexico,General Population Method,Other suicide,22,4.3
2018,Western,Oregon,General Population Method,Firearms,410,50.9
2018,Western,Oregon,General Population Method,Poisoning,123,15.3
2018,Western,Oregon,General Population Method,Suffocation,205,25.5
2018,Western,Oregon,General Population Method,Other suicide,67,8.3
2018,Western,Utah,General Population Method,Firearms,316,50.6
2018,Western,Utah,General Population Method,Poisoning,105,16.8
2018,Western,Utah,General Population Method,Suffocation,170,27.2
2018,Western,Utah,General Population Method,Other suicide,34,5.4
2018,Western,Washington,General Population Method,Firearms,583,48.6
2018,Western,Washington,General Population Method,Poisoning,178,14.8
2018,Western,Washington,General Population Method,Suffocation,293,24.4
2018,Western,Washington,General Population Method,Other suicide,145,12.1
2018,Western,Wyoming,General Population Method,Firearms,106,74.6
2018,Western,Wyoming,General Population Method,Suffocation,19,13.4
2018,Western,Wyoming,General Population Method,Other and low-count methods,17,12
2019,All,U.S. Total,General Population Method,Firearms,"23,283",50.8
2019,All,U.S. Total,General Population Method,Poisoning,"6,019",13.1
2019,All,U.S. Total,General Population Method,Suffocation,"12,776",27.9
2019,All,U.S. Total,General Population Method,Other suicide,"3,783",8.2
2019,Northeastern,Region Total,General Population Method,Firearms,"2,174",36
2019,Northeastern,Region Total,General Population Method,Poisoning,983,16.3
2019,Northeastern,Region Total,General Population Method,Suffocation,"2,128",35.2
2019,Northeastern,Region Total,General Population Method,Other suicide,753,12.5
2019,Northeastern,Connecticut,General Population Method,Firearms,118,27.8
2019,Northeastern,Connecticut,General Population Method,Poisoning,99,23.3
2019,Northeastern,Connecticut,General Population Method,Suffocation,158,37.2
2019,Northeastern,Connecticut,General Population Method,Other suicide,50,11.8
2019,Northeastern,Maine,General Population Method,Firearms,140,52.2
2019,Northeastern,Maine,General Population Method,Poisoning,44,16.4
2019,Northeastern,Maine,General Population Method,Suffocation,65,24.3
2019,Northeastern,Maine,General Population Method,Other suicide,19,7.1
2019,Northeastern,Massachusetts,General Population Method,Firearms,141,22.2
2019,Northeastern,Massachusetts,General Population Method,Poisoning,117,18.4
2019,Northeastern,Massachusetts,General Population Method,Suffocation,293,46.1
2019,Northeastern,Massachusetts,General Population Method,Other suicide,85,13.4
2019,Northeastern,New Hampshire,General Population Method,Firearms,131,52.4
2019,Northeastern,New Hampshire,General Population Method,Poisoning,33,13.2
2019,Northeastern,New Hampshire,General Population Method,Suffocation,66,26.4
2019,Northeastern,New Hampshire,General Population Method,Other suicide,20,8
2019,Northeastern,New Jersey,General Population Method,Firearms,167,22.5
2019,Northeastern,New Jersey,General Population Method,Poisoning,113,15.2
2019,Northeastern,New Jersey,General Population Method,Suffocation,330,44.5
2019,Northeastern,New Jersey,General Population Method,Other suicide,131,17.7
2019,Northeastern,New York,General Population Method,Firearms,443,26.8
2019,Northeastern,New York,General Population Method,Poisoning,268,16.2
2019,Northeastern,New York,General Population Method,Suffocation,643,39
2019,Northeastern,New York,General Population Method,Other suicide,296,17.9
2019,Northeastern,Pennsylvania,General Population Method,Firearms,943,51.3
2019,Northeastern,Pennsylvania,General Population Method,Poisoning,263,14.3
2019,Northeastern,Pennsylvania,General Population Method,Suffocation,501,27.2
2019,Northeastern,Pennsylvania,General Population Method,Other suicide,132,7.2
2019,Northeastern,Rhode Island,General Population Method,Firearms,33,27
2019,Northeastern,Rhode Island,General Population Method,Poisoning,32,26.2
2019,Northeastern,Rhode Island,General Population Method,Suffocation,42,34.4
2019,Northeastern,Rhode Island,General Population Method,Other suicide,15,12.3
2019,Northeastern,Vermont,General Population Method,Firearms,58,54.2
2019,Northeastern,Vermont,General Population Method,Suffocation,30,28
2019,Northeastern,Vermont,General Population Method,Other and low-count methods,19,17.8
2019,Midwestern,Region Total,General Population Method,Firearms,"4,990",51.1
2019,Midwestern,Region Total,General Population Method,Poisoning,"1,317",13.5
2019,Midwestern,Region Total,General Population Method,Suffocation,"2,783",28.5
2019,Midwestern,Region Total,General Population Method,Other suicide,682,7
2019,Midwestern,Illinois,General Population Method,Firearms,524,37.9
2019,Midwestern,Illinois,General Population Method,Poisoning,212,15.4
2019,Midwestern,Illinois,General Population Method,Suffocation,490,35.5
2019,Midwestern,Illinois,General Population Method,Other suicide,155,11.2
2019,Midwestern,Indiana,General Population Method,Firearms,559,59.5
2019,Midwestern,Indiana,General Population Method,Poisoning,107,11.4
2019,Midwestern,Indiana,General Population Method,Suffocation,232,24.7
2019,Midwestern,Indiana,General Population Method,Other suicide,42,4.5
2019,Midwestern,Iowa,General Population Method,Firearms,223,44.2
2019,Midwestern,Iowa,General Population Method,Poisoning,77,15.3
2019,Midwestern,Iowa,General Population Method,Suffocation,170,33.7
2019,Midwestern,Iowa,General Population Method,Other suicide,34,6.7
2019,Midwestern,Kansas,General Population Method,Firearms,280,56.3
2019,Midwestern,Kansas,General Population Method,Poisoning,59,11.9
2019,Midwestern,Kansas,General Population Method,Suffocation,131,26.4
2019,Midwestern,Kansas,General Population Method,Other suicide,27,5.4
2019,Midwestern,Michigan,General Population Method,Firearms,723,51.4
2019,Midwestern,Michigan,General Population Method,Poisoning,194,13.8
2019,Midwestern,Michigan,General Population Method,Suffocation,409,29.1
2019,Midwestern,Michigan,General Population Method,Other suicide,81,5.8
2019,Midwestern,Minnesota,General Population Method,Firearms,338,42.4
2019,Midwestern,Minnesota,General Population Method,Poisoning,159,19.9
2019,Midwestern,Minnesota,General Population Method,Suffocation,236,29.6
2019,Midwestern,Minnesota,General Population Method,Other suicide,64,8
2019,Midwestern,Missouri,General Population Method,Firearms,658,59.7
2019,Midwestern,Missouri,General Population Method,Poisoning,122,11.1
2019,Midwestern,Missouri,General Population Method,Suffocation,260,23.6
2019,Midwestern,Missouri,General Population Method,Other suicide,63,5.7
2019,Midwestern,Nebraska,General Population Method,Firearms,151,50.2
2019,Midwestern,Nebraska,General Population Method,Poisoning,47,15.6
2019,Midwestern,Nebraska,General Population Method,Suffocation,89,29.6
2019,Midwestern,Nebraska,General Population Method,Other suicide,14,4.7
2019,Midwestern,North Dakota,General Population Method,Firearms,73,58.4
2019,Midwestern,North Dakota,General Population Method,Suffocation,31,24.8
2019,Midwestern,North Dakota,General Population Method,Other and low-count methods,21,16.8
2019,Midwestern,Ohio,General Population Method,Firearms,952,54.8
2019,Midwestern,Ohio,General Population Method,Poisoning,193,11.1
2019,Midwestern,Ohio,General Population Method,Suffocation,471,27.1
2019,Midwestern,Ohio,General Population Method,Other suicide,120,6.9
2019,Midwestern,South Dakota,General Population Method,Firearms,92,55.4
2019,Midwestern,South Dakota,General Population Method,Suffocation,51,30.7
2019,Midwestern,South Dakota,General Population Method,Other and low-count methods,23,13.9
2019,Midwestern,Wisconsin,General Population Method,Firearms,417,51.2
2019,Midwestern,Wisconsin,General Population Method,Poisoning,118,14.5
2019,Midwestern,Wisconsin,General Population Method,Suffocation,213,26.1
2019,Midwestern,Wisconsin,General Population Method,Other suicide,67,8.2
2019,Southern,Region Total,General Population Method,Firearms,"10,484",58
2019,Southern,Region Total,General Population Method,Poisoning,"1,984",11
2019,Southern,Region Total,General Population Method,Suffocation,"4,416",24.5
2019,Southern,Region Total,General Population Method,Other suicide,"1,177",6.5
2019,Southern,Alabama,General Population Method,Firearms,527,67.7
2019,Southern,Alabama,General Population Method,Poisoning,59,7.6
2019,Southern,Alabama,General Population Method,Suffocation,165,21.2
2019,Southern,Alabama,General Population Method,Other suicide,28,3.6
2019,Southern,Arkansas,General Population Method,Firearms,334,62.7
2019,Southern,Arkansas,General Population Method,Poisoning,39,7.3
2019,Southern,Arkansas,General Population Method,Suffocation,134,25.1
2019,Southern,Arkansas,General Population Method,Other suicide,26,4.9
2019,Southern,Delaware,General Population Method,Firearms,44,40.7
2019,Southern,Delaware,General Population Method,Poisoning,16,14.8
2019,Southern,Delaware,General Population Method,Suffocation,33,30.6
2019,Southern,Delaware,General Population Method,Other suicide,15,13.9
2019,Southern,District of Columbia,General Population Method,Firearms,12,27.9
2019,Southern,District of Columbia,General Population Method,Suffocation,14,32.6
2019,Southern,District of Columbia,General Population Method,Other and low-count methods,17,39.5
2019,Southern,Florida,General Population Method,Firearms,"1,773",52.4
2019,Southern,Florida,General Population Method,Poisoning,493,14.6
2019,Southern,Florida,General Population Method,Suffocation,818,24.2
2019,Southern,Florida,General Population Method,Other suicide,302,8.9
2019,Southern,Georgia,General Population Method,Firearms,924,60.6
2019,Southern,Georgia,General Population Method,Poisoning,144,9.4
2019,Southern,Georgia,General Population Method,Suffocation,371,24.3
2019,Southern,Georgia,General Population Method,Other suicide,87,5.7
2019,Southern,Kentucky,General Population Method,Firearms,438,59.8
2019,Southern,Kentucky,General Population Method,Poisoning,77,10.5
2019,Southern,Kentucky,General Population Method,Suffocation,191,26.1
2019,Southern,Kentucky,General Population Method,Other suicide,26,3.6
2019,Southern,Louisiana,General Population Method,Firearms,431,63.9
2019,Southern,Louisiana,General Population Method,Poisoning,63,9.3
2019,Southern,Louisiana,General Population Method,Suffocation,148,21.9
2019,Southern,Louisiana,General Population Method,Other suicide,33,4.9
2019,Southern,Maryland,General Population Method,Firearms,262,41.1
2019,Southern,Maryland,General Population Method,Poisoning,100,15.7
2019,Southern,Maryland,General Population Method,Suffocation,193,30.3
2019,Southern,Maryland,General Population Method,Other suicide,82,12.9
2019,Southern,Mississippi,General Population Method,Firearms,294,70.5
2019,Southern,Mississippi,General Population Method,Poisoning,22,5.3
2019,Southern,Mississippi,General Population Method,Suffocation,84,20.1
2019,Southern,Mississippi,General Population Method,Other suicide,17,4.1
2019,Southern,North Carolina,General Population Method,Firearms,766,57.9
2019,Southern,North Carolina,General Population Method,Poisoning,188,14.2
2019,Southern,North Carolina,General Population Method,Suffocation,305,23.1
2019,Southern,North Carolina,General Population Method,Other suicide,63,4.8
2019,Southern,Oklahoma,General Population Method,Firearms,454,58.7
2019,Southern,Oklahoma,General Population Method,Poisoning,72,9.3
2019,Southern,Oklahoma,General Population Method,Suffocation,212,27.4
2019,Southern,Oklahoma,General Population Method,Other suicide,35,4.5
2019,Southern,South Carolina,General Population Method,Firearms,513,63.1
2019,Southern,South Carolina,General Population Method,Poisoning,78,9.6
2019,Southern,South Carolina,General Population Method,Suffocation,179,22
2019,Southern,South Carolina,General Population Method,Other suicide,43,5.3
2019,Southern,Tennessee,General Population Method,Firearms,731,61.6
2019,Southern,Tennessee,General Population Method,Poisoning,123,10.4
2019,Southern,Tennessee,General Population Method,Suffocation,267,22.5
2019,Southern,Tennessee,General Population Method,Other suicide,66,5.6
2019,Southern,Texas,General Population Method,Firearms,"2,149",57.9
2019,Southern,Texas,General Population Method,Poisoning,345,9.3
2019,Southern,Texas,General Population Method,Suffocation,972,26.2
2019,Southern,Texas,General Population Method,Other suicide,244,6.6
2019,Southern,Virginia,General Population Method,Firearms,644,58.5
2019,Southern,Virginia,General Population Method,Poisoning,125,11.4
2019,Southern,Virginia,General Population Method,Suffocation,248,22.5
2019,Southern,Virginia,General Population Method,Other suicide,84,7.6
2019,Southern,West Virginia,General Population Method,Firearms,188,58.9
2019,Southern,West Virginia,General Population Method,Poisoning,33,10.3
2019,Southern,West Virginia,General Population Method,Suffocation,82,25.7
2019,Southern,West Virginia,General Population Method,Other suicide,16,5
2019,Western,Region Total,General Population Method,Firearms,"5,635",47
2019,Western,Region Total,General Population Method,Poisoning,"1,735",14.5
2019,Western,Region Total,General Population Method,Suffocation,"3,449",28.8
2019,Western,Region Total,General Population Method,Other suicide,"1,171",9.8
2019,Western,Alaska,General Population Method,Firearms,108,56.5
2019,Western,Alaska,General Population Method,Poisoning,18,9.4
2019,Western,Alaska,General Population Method,Suffocation,54,28.3
2019,Western,Alaska,General Population Method,Other suicide,11,5.8
2019,Western,Arizona,General Population Method,Firearms,798,57.7
2019,Western,Arizona,General Population Method,Poisoning,186,13.4
2019,Western,Arizona,General Population Method,Suffocation,316,22.8
2019,Western,Arizona,General Population Method,Other suicide,84,6.1
2019,Western,California,General Population Method,Firearms,"1,559",36
2019,Western,California,General Population Method,Poisoning,630,14.6
2019,Western,California,General Population Method,Suffocation,"1,497",34.6
2019,Western,California,General Population Method,Other suicide,641,14.8
2019,Western,Colorado,General Population Method,Firearms,622,49.8
2019,Western,Colorado,General Population Method,Poisoning,205,16.4
