Year,Geographic Region,State,Group Method,Method,Suicides,Group Percentage
2011,Northeastern,Connecticut,Veteran Method,Poisoning,14,25
2011,Northeastern,Connecticut,Veteran Method,Other and low-count methods,15,26.8
2011,Northeastern,Maine,Veteran Method,Firearms,32,65.3
2011,Northeastern,Maine,Veteran Method,Other and low-count methods,17,34.7
2011,Northeastern,Massachusetts,Veteran Method,Firearms,31,41.9
2011,Northeastern,Massachusetts,Veteran Method,Suffocation,24,32.4
2011,Northeastern,Massachusetts,Veteran Method,Other and low-count methods,19,25.7
2011,Northeastern,New Hampshire,Veteran Method,Firearms,16,47.1
2011,Northeastern,New Hampshire,Veteran Method,Other and low-count methods,18,52.9
2011,Northeastern,New Jersey,Veteran Method,Firearms,36,46.2
2011,Northeastern,New Jersey,Veteran Method,Suffocation,28,35.9
2011,Northeastern,New Jersey,Veteran Method,Other and low-count methods,14,17.9
2011,Northeastern,New York,Veteran Method,Firearms,123,53.2
2011,Northeastern,New York,Veteran Method,Poisoning,28,12.1
2011,Northeastern,New York,Veteran Method,Suffocation,58,25.1
2011,Northeastern,New York,Veteran Method,Other suicide,22,9.5
2011,Northeastern,Pennsylvania,Veteran Method,Firearms,179,66.3
2011,Northeastern,Pennsylvania,Veteran Method,Poisoning,35,13
2011,Northeastern,Pennsylvania,Veteran Method,Suffocation,37,13.7
2011,Northeastern,Pennsylvania,Veteran Method,Other suicide,19,7
2011,Northeastern,Rhode Island,Veteran Method,Other and low-count methods,17,100
2011,Northeastern,Vermont,Veteran Method,Other and low-count methods,30,100
2011,Midwestern,Region Total,Veteran Method,Firearms,844,64
2011,Midwestern,Region Total,Veteran Method,Poisoning,163,12.4
2011,Midwestern,Region Total,Veteran Method,Suffocation,238,18
2011,Midwestern,Region Total,Veteran Method,Other suicide,74,5.6
2011,Midwestern,Illinois,Veteran Method,Firearms,101,63.9
2011,Midwestern,Illinois,Veteran Method,Poisoning,11,7
2011,Midwestern,Illinois,Veteran Method,Suffocation,32,20.3
2011,Midwestern,Illinois,Veteran Method,Other suicide,14,8.9
2011,Midwestern,Indiana,Veteran Method,Firearms,81,61.4
2011,Midwestern,Indiana,Veteran Method,Suffocation,25,18.9
2011,Midwestern,Indiana,Veteran Method,Other and low-count methods,26,19.7
2011,Midwestern,Iowa,Veteran Method,Firearms,40,51.3
2011,Midwestern,Iowa,Veteran Method,Poisoning,18,23.1
2011,Midwestern,Iowa,Veteran Method,Other and low-count methods,20,25.6
2011,Midwestern,Kansas,Veteran Method,Firearms,45,76.3
2011,Midwestern,Kansas,Veteran Method,Other and low-count methods,14,23.7
2011,Midwestern,Michigan,Veteran Method,Firearms,131,67.9
2011,Midwestern,Michigan,Veteran Method,Poisoning,19,9.8
2011,Midwestern,Michigan,Veteran Method,Suffocation,29,15
2011,Midwestern,Michigan,Veteran Method,Other suicide,14,7.3
2011,Midwestern,Minnesota,Veteran Method,Firearms,70,64.2
2011,Midwestern,Minnesota,Veteran Method,Suffocation,17,15.6
2011,Midwestern,Minnesota,Veteran Method,Other and low-count methods,22,20.2
2011,Midwestern,Missouri,Veteran Method,Firearms,103,70.5
2011,Midwestern,Missouri,Veteran Method,Suffocation,21,14.4
2011,Midwestern,Missouri,Veteran Method,Other and low-count methods,22,15.1
2011,Midwestern,Nebraska,Veteran Method,Other and low-count methods,39,100
2011,Midwestern,North Dakota,Veteran Method,Firearms,11,50
2011,Midwestern,North Dakota,Veteran Method,Other and low-count methods,11,50
2011,Midwestern,Ohio,Veteran Method,Firearms,158,63.2
2011,Midwestern,Ohio,Veteran Method,Poisoning,34,13.6
2011,Midwestern,Ohio,Veteran Method,Suffocation,48,19.2
2011,Midwestern,Ohio,Veteran Method,Other suicide,10,4
2011,Midwestern,South Dakota,Veteran Method,Firearms,11,47.8
2011,Midwestern,South Dakota,Veteran Method,Other and low-count methods,12,52.2
2011,Midwestern,Wisconsin,Veteran Method,Firearms,61,55.5
2011,Midwestern,Wisconsin,Veteran Method,Suffocation,22,20
2011,Midwestern,Wisconsin,Veteran Method,Other and low-count methods,27,24.5
2011,Southern,Region Total,Veteran Method,Firearms,"1,932",72.3
2011,Southern,Region Total,Veteran Method,Poisoning,284,10.6
2011,Southern,Region Total,Veteran Method,Suffocation,341,12.8
2011,Southern,Region Total,Veteran Method,Other suicide,114,4.3
2011,Southern,Alabama,Veteran Method,Firearms,98,77.2
2011,Southern,Alabama,Veteran Method,Suffocation,15,11.8
2011,Southern,Alabama,Veteran Method,Other and low-count methods,14,11
2011,Southern,Arkansas,Veteran Method,Firearms,61,73.5
2011,Southern,Arkansas,Veteran Method,Other and low-count methods,22,26.5
2011,Southern,Delaware,Veteran Method,Other and low-count methods,16,100
2011,Southern,District of Columbia,Veteran Method,Other and low-count methods,<10, 
2011,Southern,Florida,Veteran Method,Firearms,363,66.4
2011,Southern,Florida,Veteran Method,Poisoning,70,12.8
2011,Southern,Florida,Veteran Method,Suffocation,80,14.6
2011,Southern,Florida,Veteran Method,Other suicide,34,6.2
2011,Southern,Georgia,Veteran Method,Firearms,146,75.6
2011,Southern,Georgia,Veteran Method,Suffocation,22,11.4
2011,Southern,Georgia,Veteran Method,Other and low-count methods,25,13
2011,Southern,Kentucky,Veteran Method,Firearms,92,78.6
2011,Southern,Kentucky,Veteran Method,Suffocation,12,10.3
2011,Southern,Kentucky,Veteran Method,Other and low-count methods,13,11.1
2011,Southern,Louisiana,Veteran Method,Firearms,58,71.6
2011,Southern,Louisiana,Veteran Method,Suffocation,13,16
2011,Southern,Louisiana,Veteran Method,Other and low-count methods,10,12.3
2011,Southern,Maryland,Veteran Method,Firearms,59,64.1
2011,Southern,Maryland,Veteran Method,Poisoning,10,10.9
2011,Southern,Maryland,Veteran Method,Suffocation,13,14.1
2011,Southern,Maryland,Veteran Method,Other suicide,10,10.9
2011,Southern,Mississippi,Veteran Method,Other and low-count methods,63,100
2011,Southern,North Carolina,Veteran Method,Firearms,152,75.2
2011,Southern,North Carolina,Veteran Method,Poisoning,25,12.4
2011,Southern,North Carolina,Veteran Method,Other and low-count methods,25,12.4
2011,Southern,Oklahoma,Veteran Method,Firearms,91,71.7
2011,Southern,Oklahoma,Veteran Method,Suffocation,20,15.7
2011,Southern,Oklahoma,Veteran Method,Other and low-count methods,16,12.6
2011,Southern,South Carolina,Veteran Method,Firearms,95,77.2
2011,Southern,South Carolina,Veteran Method,Suffocation,13,10.6
2011,Southern,South Carolina,Veteran Method,Other and low-count methods,15,12.2
2011,Southern,Tennessee,Veteran Method,Firearms,120,73.6
2011,Southern,Tennessee,Veteran Method,Suffocation,22,13.5
2011,Southern,Tennessee,Veteran Method,Other and low-count methods,21,12.9
2011,Southern,Texas,Veteran Method,Firearms,355,72
2011,Southern,Texas,Veteran Method,Poisoning,50,10.1
2011,Southern,Texas,Veteran Method,Suffocation,65,13.2
2011,Southern,Texas,Veteran Method,Other suicide,23,4.7
2011,Southern,Virginia,Veteran Method,Firearms,133,73.5
2011,Southern,Virginia,Veteran Method,Poisoning,26,14.4
2011,Southern,Virginia,Veteran Method,Other and low-count methods,22,12.2
2011,Southern,West Virginia,Veteran Method,Firearms,48,80
2011,Southern,West Virginia,Veteran Method,Other and low-count methods,12,20
2011,Western,Region Total,Veteran Method,Firearms,"1,088",66.3
2011,Western,Region Total,Veteran Method,Poisoning,232,14.1
2011,Western,Region Total,Veteran Method,Suffocation,231,14.1
2011,Western,Region Total,Veteran Method,Other suicide,90,5.5
2011,Western,Alaska,Veteran Method,Other and low-count methods,19,100
2011,Western,Arizona,Veteran Method,Firearms,167,80.7
2011,Western,Arizona,Veteran Method,Poisoning,18,8.7
2011,Western,Arizona,Veteran Method,Other and low-count methods,22,10.6
2011,Western,California,Veteran Method,Firearms,357,59.5
2011,Western,California,Veteran Method,Poisoning,88,14.7
2011,Western,California,Veteran Method,Suffocation,106,17.7
2011,Western,California,Veteran Method,Other suicide,49,8.2
2011,Western,Colorado,Veteran Method,Firearms,90,63.4
2011,Western,Colorado,Veteran Method,Poisoning,24,16.9
2011,Western,Colorado,Veteran Method,Other and low-count methods,28,19.7
2011,Western,Hawaii,Veteran Method,Firearms,11,45.8
2011,Western,Hawaii,Veteran Method,Other and low-count methods,13,54.2
2011,Western,Idaho,Veteran Method,Firearms,45,77.6
2011,Western,Idaho,Veteran Method,Other and low-count methods,13,22.4
2011,Western,Montana,Veteran Method,Firearms,44,74.6
2011,Western,Montana,Veteran Method,Other and low-count methods,15,25.4
2011,Western,Nevada,Veteran Method,Firearms,53,65.4
2011,Western,Nevada,Veteran Method,Poisoning,16,19.8
2011,Western,Nevada,Veteran Method,Other and low-count methods,12,14.8
2011,Western,New Mexico,Veteran Method,Firearms,54,77.1
2011,Western,New Mexico,Veteran Method,Other and low-count methods,16,22.9
2011,Western,Oregon,Veteran Method,Firearms,91,65.5
2011,Western,Oregon,Veteran Method,Suffocation,21,15.1
2011,Western,Oregon,Veteran Method,Other and low-count methods,27,19.4
2011,Western,Utah,Veteran Method,Firearms,34,61.8
2011,Western,Utah,Veteran Method,Suffocation,11,20
2011,Western,Utah,Veteran Method,Other and low-count methods,10,18.2
2011,Western,Washington,Veteran Method,Firearms,106,65.4
2011,Western,Washington,Veteran Method,Poisoning,28,17.3
2011,Western,Washington,Veteran Method,Suffocation,18,11.1
2011,Western,Washington,Veteran Method,Other suicide,10,6.2
2011,Western,Wyoming,Veteran Method,Other and low-count methods,25,100
2012,All,U.S. Total,Veteran Method,Firearms,"4,328",67.1
2012,All,U.S. Total,Veteran Method,Poisoning,770,11.9
2012,All,U.S. Total,Veteran Method,Suffocation,996,15.4
2012,All,U.S. Total,Veteran Method,Other suicide,359,5.6
2012,Northeastern,Region Total,Veteran Method,Firearms,406,54.2
2012,Northeastern,Region Total,Veteran Method,Poisoning,120,16
2012,Northeastern,Region Total,Veteran Method,Suffocation,164,21.9
2012,Northeastern,Region Total,Veteran Method,Other suicide,59,7.9
2012,Northeastern,Connecticut,Veteran Method,Firearms,22,50
2012,Northeastern,Connecticut,Veteran Method,Suffocation,12,27.3
2012,Northeastern,Connecticut,Veteran Method,Other and low-count methods,10,22.7
2012,Northeastern,Maine,Veteran Method,Firearms,23,60.5
2012,Northeastern,Maine,Veteran Method,Other and low-count methods,15,39.5
2012,Northeastern,Massachusetts,Veteran Method,Firearms,29,41.4
2012,Northeastern,Massachusetts,Veteran Method,Suffocation,27,38.6
2012,Northeastern,Massachusetts,Veteran Method,Other and low-count methods,14,20
2012,Northeastern,New Hampshire,Veteran Method,Firearms,20,57.1
2012,Northeastern,New Hampshire,Veteran Method,Other and low-count methods,15,42.9
2012,Northeastern,New Jersey,Veteran Method,Firearms,35,52.2
2012,Northeastern,New Jersey,Veteran Method,Suffocation,18,26.9
2012,Northeastern,New Jersey,Veteran Method,Other and low-count methods,14,20.9
2012,Northeastern,New York,Veteran Method,Firearms,97,49.5
2012,Northeastern,New York,Veteran Method,Poisoning,29,14.8
2012,Northeastern,New York,Veteran Method,Suffocation,45,23
2012,Northeastern,New York,Veteran Method,Other suicide,25,12.8
2012,Northeastern,Pennsylvania,Veteran Method,Firearms,169,61.2
2012,Northeastern,Pennsylvania,Veteran Method,Poisoning,51,18.5
2012,Northeastern,Pennsylvania,Veteran Method,Suffocation,41,14.9
2012,Northeastern,Pennsylvania,Veteran Method,Other suicide,15,5.4
2012,Northeastern,Rhode Island,Veteran Method,Other and low-count methods,13,100
2012,Northeastern,Vermont,Veteran Method,Other and low-count methods,10,100
2012,Midwestern,Region Total,Veteran Method,Firearms,904,66
2012,Midwestern,Region Total,Veteran Method,Poisoning,158,11.5
2012,Midwestern,Region Total,Veteran Method,Suffocation,235,17.2
2012,Midwestern,Region Total,Veteran Method,Other suicide,73,5.3
2012,Midwestern,Illinois,Veteran Method,Firearms,112,60.5
2012,Midwestern,Illinois,Veteran Method,Poisoning,31,16.8
2012,Midwestern,Illinois,Veteran Method,Suffocation,31,16.8
2012,Midwestern,Illinois,Veteran Method,Other suicide,11,5.9
2012,Midwestern,Indiana,Veteran Method,Firearms,109,69.4
2012,Midwestern,Indiana,Veteran Method,Suffocation,27,17.2
2012,Midwestern,Indiana,Veteran Method,Other and low-count methods,21,13.4
2012,Midwestern,Iowa,Veteran Method,Firearms,33,61.1
2012,Midwestern,Iowa,Veteran Method,Other and low-count methods,21,38.9
2012,Midwestern,Kansas,Veteran Method,Firearms,49,67.1
2012,Midwestern,Kansas,Veteran Method,Other and low-count methods,24,32.9
2012,Midwestern,Michigan,Veteran Method,Firearms,110,66.3
2012,Midwestern,Michigan,Veteran Method,Suffocation,27,16.3
2012,Midwestern,Michigan,Veteran Method,Other and low-count methods,29,17.5
2012,Midwestern,Minnesota,Veteran Method,Firearms,74,62.2
2012,Midwestern,Minnesota,Veteran Method,Suffocation,23,19.3
2012,Midwestern,Minnesota,Veteran Method,Other and low-count methods,22,18.5
2012,Midwestern,Missouri,Veteran Method,Firearms,137,79.7
2012,Midwestern,Missouri,Veteran Method,Suffocation,15,8.7
2012,Midwestern,Missouri,Veteran Method,Other and low-count methods,20,11.6
2012,Midwestern,Nebraska,Veteran Method,Firearms,26,60.5
2012,Midwestern,Nebraska,Veteran Method,Other and low-count methods,17,39.5
2012,Midwestern,North Dakota,Veteran Method,Other and low-count methods,19,100
2012,Midwestern,Ohio,Veteran Method,Firearms,162,62.3
2012,Midwestern,Ohio,Veteran Method,Poisoning,28,10.8
2012,Midwestern,Ohio,Veteran Method,Suffocation,53,20.4
2012,Midwestern,Ohio,Veteran Method,Other suicide,17,6.5
2012,Midwestern,South Dakota,Veteran Method,Other and low-count methods,19,100
2012,Midwestern,Wisconsin,Veteran Method,Firearms,64,62.1
2012,Midwestern,Wisconsin,Veteran Method,Poisoning,10,9.7
2012,Midwestern,Wisconsin,Veteran Method,Suffocation,19,18.4
2012,Midwestern,Wisconsin,Veteran Method,Other suicide,10,9.7
2012,Southern,Region Total,Veteran Method,Firearms,"1,912",71.7
2012,Southern,Region Total,Veteran Method,Poisoning,276,10.3
2012,Southern,Region Total,Veteran Method,Suffocation,355,13.3
2012,Southern,Region Total,Veteran Method,Other suicide,124,4.6
2012,Southern,Alabama,Veteran Method,Firearms,96,75.6
2012,Southern,Alabama,Veteran Method,Suffocation,14,11
2012,Southern,Alabama,Veteran Method,Other and low-count methods,17,13.4
2012,Southern,Arkansas,Veteran Method,Firearms,59,69.4
2012,Southern,Arkansas,Veteran Method,Suffocation,12,14.1
2012,Southern,Arkansas,Veteran Method,Other and low-count methods,14,16.5
2012,Southern,Delaware,Veteran Method,Other and low-count methods,19,100
2012,Southern,District of Columbia,Veteran Method,Other and low-count methods,<10, 
2012,Southern,Florida,Veteran Method,Firearms,355,65.9
2012,Southern,Florida,Veteran Method,Poisoning,76,14.1
2012,Southern,Florida,Veteran Method,Suffocation,75,13.9
2012,Southern,Florida,Veteran Method,Other suicide,33,6.1
2012,Southern,Georgia,Veteran Method,Firearms,153,80.5
2012,Southern,Georgia,Veteran Method,Suffocation,21,11.1
2012,Southern,Georgia,Veteran Method,Other and low-count methods,16,8.4
2012,Southern,Kentucky,Veteran Method,Firearms,83,71.6
2012,Southern,Kentucky,Veteran Method,Poisoning,14,12.1
2012,Southern,Kentucky,Veteran Method,Other and low-count methods,19,16.4
2012,Southern,Louisiana,Veteran Method,Firearms,71,82.6
2012,Southern,Louisiana,Veteran Method,Other and low-count methods,15,17.4
2012,Southern,Maryland,Veteran Method,Firearms,63,67.7
2012,Southern,Maryland,Veteran Method,Suffocation,15,16.1
2012,Southern,Maryland,Veteran Method,Other and low-count methods,15,16.1
2012,Southern,Mississippi,Veteran Method,Firearms,53,73.6
2012,Southern,Mississippi,Veteran Method,Other and low-count methods,19,26.4
2012,Southern,North Carolina,Veteran Method,Firearms,133,69.6
2012,Southern,North Carolina,Veteran Method,Suffocation,26,13.6
2012,Southern,North Carolina,Veteran Method,Other and low-count methods,32,16.8
2012,Southern,Oklahoma,Veteran Method,Firearms,79,71.2
