state_name,location_address,update_date,std_full_address,user_id,std_city_name,country_name,tribal_land_name,federal_agency_code,std_stype_before,std_base_name,std_stype_after,refresh_date,std_name,create_date,city_name,federal_facility_code,tribal_land_code,site_type_name,registry_id,primary_name,std_state_code,county_name,small_bus_ind,source_of_data,std_street_name,postal_code,huc_code_12,sensitive_ind,std_county_fips,fips_code,pgm_sys_id,std_house_number,huc_code_8,std_county_name,location_description,std_prefix,std_country,public_ind,supplemental_location,epa_region_code,state_code,data_quality_code,addr_type,last_reported_date,std_postal_code,legislative_dist_num,std_loc_address,std_suffix,pgm_sys_acrnm
,1003 SOUTHVIEW BOULEVARD,,,,,USA,,,,,,,,,ST. PAUL,,,,110043571603,SOUTHVIEW BOULEVARD,,DAKOTA,,SEMS,,55075,,,,,MNN000510595,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,1003 ST VRAIN AVE ,,,,,USA,,,,,,,,,LAS ANIMAS,,,,110071102115,SOCO RURAL ASBESTOS 2,,BENT,,SEMS,,80154,,,,,CON000821097,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,1004 E BROADWAY AVENUE,,,,,USA,,,,,,,,,NORTON SHORES,,,,110070308362,KROPRO PLATING,,MUSKEGON,,SEMS,,49444,,,,,MIN000520532,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,1004 HAMILTON ST ,,,,,USA,,,,,,,,,JACKSON,,,,110071515578,HAMILTON STREET FIRE,,JACKSON,,SEMS,,49202,,,,,MIN000521968,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,1004 PARK AVENUE SW,,,,,USA,,,,,,,,,ALBUQUERQUE,,,,110004272554,PARK AVENUE CLEANERS,,BERNALILLO,,SEMS,,87102,,,,,NMN000605550,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,1005 2ND AVE ,,,,,USA,,,,,,,,,ONALASKA,,,,110071102062,NATIONAL AUTO WRECKING,,LA CROSSE,,SEMS,,54650 3298,,,,,WISFN0507814,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,10053 W FORT,,,,,USA,,,,,,,,,DETROIT,,,,110071102282,10053 W FORT DRUM SITE,,WAYNE,,SEMS,,48209,,,,,MIN000509099,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,1005 BOBCAT DRIVE,,,,,USA,,,,,,,,,MIFFLINBURG,,,,110071100960,MIFFLINBURG MERCURY,,UNION,,SEMS,,17844,,,,,PAN000304354,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,1005 EAST SUMNER AVENUE,,,,,USA,,,,,,,,,INDIANAPOLIS,,,,110000899706,ADVANCE PLATING WORKS,,MARION,,SEMS,,46227,,,,,INN000510649,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,1005 INVESTMENT BLVD,,,,,USA,,,,,,,,,APEX,,,,110000615344,EQ APEX FACILITY FIRE,,WAKE,,SEMS,,27502 1955,,,,,NCD982170292,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,1005 STREET AND HIGHWAY 35,,,,,USA,,,,,,,,,HAGER CITY,,,,110039512499,PIERCE CO PAINT SITE,,PIERCE,,SEMS,,54014 8000,,,,,WIN000510391,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,1005 W MAIN ST ,,,,,USA,,,,,,,,,CROWLEY,,,,110071101888,CROWLEY HIGH SCHOOL MERCURY RELEASE,,TARRANT,,SEMS,,76036,,,,,TXN000622077,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,1006 CLINTON STREET,,,,,USA,,,,,,,,,BUFFALO,,,,110067347687,1006 CLINTON STREET,,ERIE,,SEMS,,14206,,,,,NYN000206547,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,1006 FRONT STREET,,,,,USA,,,,,,,,,WINNFIELD,,,,110003266803,AMERICAN CREOSOTE WORKS INC WINNFIELD PLANT ,,WINN,,SEMS,,71483,,,,,LAD000239814,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,1006 NEVADA STREET,,,,,USA,,,,,,,,,HAZEN,,,,110071326077,HAZEN RAILROAD TIE FIRE,,CHURCHILL,,SEMS,,89408,,,,,NVN000920916,,,,,,,Y,,9.0,NV,,,,,,,,SEMS
,1008 AUGUSTINE ST ,,,,,USA,,,,,,,,,KAUKAUNA,,,,110070135279,PARCEL F AT KAUKAUNA LOCK 3 USACE,,OUTAGAMIE,,SEMS,,54130,,,,,WIN000507850,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,1008 CEMETARY ROAD,,,,,USA,,,,,,,,,WARE SHOALS,,,,110067347927,WARE SHOALS FLY ASH DUMP,,LAURENS,,SEMS,,29692,,,,,SCN000403344,,,,,,,Y,,4.0,SC,,,,,,,,SEMS
,1008 EAST BOULEVARD,,,,,USA,,,,,,,,,WILLIAMSTON,,,,110070733110,UNITED ORGANICS,,MARTIN,,SEMS,,27892,,,,,NCD981744618,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,1008 E MARION STREET,,,,,USA,,,,,,,,,SHELBY,,,,110071284068,MARION STREET MERCURY SPILL,,CLEVELAND,,SEMS,,28150,,,,,NCN000420896,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,1008 GLEN ADDIE AVE,,,,,USA,,,,,,,,,ANNISTON,,,,110002105551,ANCHOR METALS,,CALHOUN,,SEMS,,36202,,,,,ALD061143350,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,1008 SAMPLE STREET,,,,,USA,,,,,,,,,SOUTH BEND,,,,110071102265,WILSON SHIRT FACTORY,,ST JOSEPH,,SEMS,,46601,,,,,INN000507858,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,1009 CHERRY ST,,,,,USA,,,,,,,,,KANSAS CITY,,,,110003938268,FDA KANSAS CITY,,JACKSON,,SEMS,,64106,,,,,MOSFN0703487,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,1009 PLANTERS AVENUE,,,,,USA,,,,,,,,,RIVERSIDE,,,,110024425077,SPRINGFIELD STREET VOC PLUME SITE,,MONTGOMERY,,SEMS,,45431 1032,,,,,OHN000510062,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,1009 SE 2ND AVENUE,,,,,USA,,,,,,,,,BATTLE GROUND,,,,110070629258,BATTLE GROUND MERCURY,,CLARK,,SEMS,,98604,,,,,WAN001020152,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,1009 SOUTH SECOND STREET,,,,,USA,,,,,,,,,RIPLEY,,,,110002112918,U S SHOE CORPORATION,,BROWN,,SEMS,,45167,,,,,OHN000508150,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,1009 S WEATHERFORD STREET,,,,,USA,,,,,,,,,MIDLAND,,,,110071101791,WEATHERFORD ST MERCURY,,MIDLAND,,SEMS,,79701,,,,,TXN000610421,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,100A EAST CLUB DR ,,,,,USA,,,,,,,,,ST. ROSE,,,,110043222232,ST ROSE DRUM,,ST CHARLES,,SEMS,,77087 3406,,,,,LAN000607137,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,100 AREA,,,,,USA,,,,,,,,,BENTON COUNTY,,,,110071102720,HANFORD 100 AREA USDOE ,,BENTON,,SEMS,,99352,,,,,WA3890090076,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,100 ARLINGTON STREET,,,,,USA,,,,,,,,,TAUNTON,,,,110009290551,CABIN REALTY TRUST,,BRISTOL,,SEMS,,02780 2611,,,,,MAD985319789,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 BAUER DR,,,,,USA,,,,,,,,,OAKLAND,,,,110038380668,WITCO CHEMICAL CORP OAKLAND PLANT ,,BERGEN,,SEMS,,07436,,,,,NJD045653854,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 BLOCK OF 6TH STREET,,,,,USA,,,,,,,,,CARROLLTON,,,,110071100619,RICH LADDER 1,,CARROLL,,SEMS,,41008,,,,,KYN000406811,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,100 BOREAS PASS ROAD,,,,,USA,,,,,,,,,BRECKENRIDGE,,,,110071102119,MOUNTAIN PRIDE MINE SITE,,SUMMIT,,SEMS,,80424,,,,,CON000821102,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,100 BOULEVARD ALFONSO VALDES,,,,,USA,,,,,,,,,MAYAGUEZ,,,,110000307757,CERVECERIA INDIA INC AMMONIA RELEASE,,MAYAGUEZ,,SEMS,,00680,,,,,PRC200400182,,,,,,,Y,,2.0,PR,,,,,,,,SEMS
,100 BRIDGE STREET,,,,,USA,,,,,,,,,GREAT BARRINGTON,,,,110009289135,NEW ENGLAND LOG HOMES,,BERKSHIRE,,SEMS,,01230 1313,,,,,MA0001411487,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 BROOK ST,,,,,USA,,,,,,,,,LONG BRANCH,,,,110071100637,NJ NATURAL GAS CO LONG BRANCH GAS CONT,,MONMOUTH,,SEMS,,07740,,,,,NJD980530471,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 BURGESS ST ,,,,,USA,,,,,,,,,SOMERSET,,,,110000329993,PENN CARBOSE,,SOMERSET,,SEMS,,15501,,,,,PAN000304126,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,100 CENTER STREET,,,,,USA,,,,,,,,,AUBURN,,,,110071100078,VALETONE CLEANERS AT 100 CENTER STREET,,ANDROSCOGGIN,,SEMS,,04210,,,,,MEN000153347,,,,,,,Y,,1.0,ME,,,,,,,,SEMS
,100 CENTRAL AVE,,,,,USA,,,,,,,,,KEARNY,,,,110009299393,A T T TECHNOLOGIES CO,,HUDSON,,SEMS,,07032,,,,,NJD002139053,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 CHESTNUT STREET,,,,,USA,,,,,,,,,NEWARK,,,,110004154717,CANRAD HANOVIA CHEMICAL PRODUCTS INCORPORATED,,ESSEX,,SEMS,,07105,,,,,NJD049860687,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 CLINTON ST,,,,,USA,,,,,,,,,BARNWELL,,,,110000857350,SHURON INC ,,BARNWELL,,SEMS,,29812,,,,,SCD003357589,,,,,,,Y,,4.0,SC,,,,,,,,SEMS
,100 COLLINS RD ,,,,,USA,,,,,,,,,SOUTH POINT,,,,110020689628,SOUTH POINT BIOMASS,,LAWRENCE,,SEMS,,45680,,,,,OHN000508572,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,100 COMMERCIAL STREET,,,,,USA,,,,,,,,,PLAINVIEW,,,,110004420421,100 COMMERCIAL STREET,,NASSAU,,SEMS,,11803,,,,,NY0001119411,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 DALE STREET,,,,,USA,,,,,,,,,SANFORD,,,,110001854084,INTERNATIONAL WOOLEN MILL,, NOT DEFINED ,,SEMS,,04073,,,,,MEN000153919,,,,,,,Y,,1.0,ME,,,,,,,,SEMS
,100 DALTON AVE ,,,,,USA,,,,,,,,,LA JUNTA,,,,110071997925,OTERO COUNTY CHEMICALS,, NOT DEFINED ,,SEMS,,81050,,,,,CON000826500,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,100 DULL KNIFE ROAD,,,,,USA,,,,,,,,,LAME DEER,,,,110067352395,TRANSITE PIPE DUMP,,ROSEBUD,,SEMS,,49043,,,,,MTN000802031,,,,,,,Y,,8.0,MT,,,,,,,,SEMS
,100 E 5TH ST ,,,,,USA,,,,,,,,,CINCINNATI,,,,110004738035,POTTER STEWART U S COURTHOUSE,,HAMILTON,,SEMS,,45202 3905,,,,,OHN000507717,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,100 EAMES ST,,,,,USA,,,,,,,,,WILMINGTON,,,,110000310100,SURFACE COATING INC RAFFI SWANSON,,MIDDLESEX,,SEMS,,01887,,,,,MAD001041383,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 EAST ILLINOIS STREET,,,,,USA,,,,,,,,,GREENUP,,,,110043641422,GREENUP RECYCLING AND AUCTION HOUSE,,CUMBERLAND,,SEMS,,62428,,,,,ILN000510520,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,100 EASTMAN ROAD,,,,,USA,,,,,,,,,KINGSPORT,,,,110000574423,EASTMAN KINGSPORT EXPLOSION,,SULLIVAN,,SEMS,,37660,,,,,TNN000405790,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,100 E DICKERSON ST,,,,,USA,,,,,,,,,DOVER,,,,110002091655,CONSOLIDATED METALS CORP,,MORRIS,,SEMS,,07801,,,,,NJD010911196,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 EDWIN STREET,,,,,USA,,,,,,,,,TOLEDO,,,,110000500075,TAG CHEMICALS INC ,,LUCAS,,SEMS,,43609,,,,,OHD980569875,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,100 ESTATE SAINT JOHN,,,,,USA,,,,,,,,,CHRISTIANSTED,,,,110005293093,ST CROIX WASTE OIL SERVICES INC ,,ST CROIX,,SEMS,,00822,,,,,VIR000000380,,,,,,,Y,,2.0,VI,,,,,,,,SEMS
,100 FAIR STREET,,,,,USA,,,,,,,,,BROCKPORT,,,,110000327557,KLEEN BRITE LABORATORIES FAIR STREET,,MONROE,,SEMS,,14420,,,,,NYD002217123,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 FAIRVIEW AVENUE,,,,,USA,,,,,,,,,EDISON,,,,110000543742,MIDDLESEX WATER COMPANY,,MIDDLESEX,,SEMS,,08817,,,,,NJD006975122,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 FEET WEST OF REDLANDS BLVD AND TEXAS,,,,,USA,,,,,,,,,CITY OF REDLANDS,,,,110046120899,REDLANDS SMUDGE POT TANKS SITE,,SAN BERNARDINO,,SEMS,,92373,,,,,CAN000909457,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,100 FERGUSON DR,,,,,USA,,,,,,,,,MOUNTAIN VIEW,,,,110013847597,SYLVANIA SYSTEMS GROUP GTE PRODUCTS,,SANTA CLARA,,SEMS,,94042,,,,,CAD076306836,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,100 FIELD ST,,,,,USA,,,,,,,,,WEST BABYLON,,,,110000838470,US ELECTROPLATING CORP,,SUFFOLK,,SEMS,,11704,,,,,NYD068014711,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 GRANT AVE,,,,,USA,,,,,,,,,VINELAND,,,,110004140607,FRINTON LAB,,CUMBERLAND,,SEMS,,08360,,,,,NJD002372415,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 HALE ST,,,,,USA,,,,,,,,,LOWELL,,,,110006813387,ASTRO CIRCUITS CORP FORMER ,,MIDDLESEX,,SEMS,,01851,,,,,MAD062180419,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 HAMILTON AVE SOMERSET,,,,,USA,,,,,,,,,HOPEWELL,,,,110009299990,EQUITABLE METER CO,,MERCER,,SEMS,,08525,,,,,NJD980530638,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 HARMON AVENUE,,,,,USA,,,,,,,,,FALCONER,,,,110000616600,RESOLVE MANUFACTURING,,CHAUTAUQUA,,SEMS,,14733,,,,,NYD980592653,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 HITZFIELD STREET,,,,,USA,,,,,,,,,HUNTINGTON,,,,110070264646,HUNTINGTON LANDFILL,,HUNTINGTON,,SEMS,,46750,,,,,INN000510950,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,100 HOBOKEN AVE,,,,,USA,,,,,,,,,JERSEY CITY,,,,110004134268,CITY CHEMICAL CORP,,HUDSON,,SEMS,,07302,,,,,NJD001306414,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 HOUSEL AVENUE,,,,,USA,,,,,,,,,VILLAGE OF LYNDONVILLE,,,,110004339038,MONROE ELECTRONICS,,ORLEANS,,SEMS,,14098,,,,,NYD002115822,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 INDUSTRIAL PARK,,,,,USA,,,,,,,,,MARIANA,,,,110014330250,WOVEN WOODS DESIGN SITE,,JACKSON,,SEMS,,32446,,,,,FLD076966365,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,100 JAMES CARLOW DR BLDG 303C,,,,,USA,,,,,,,,,TEXARKANA,,,,110034785524,RED RIVER ARMY DEPOT,,BOWIE,,SEMS,,75507,,,,,TX3213820738,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,100 KAERCHER RD,,,,,USA,,,,,,,,,HAMBURG,,,,110055497261,KAERCHER CREEK PARK LAKE SITE,,BERKS,,SEMS,,19526,,,,,PAN000306925,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,100 KANSAS STREET,,,,,USA,,,,,,,,,NATICK,,,,110071100415,NATICK LABORATORY ARMY RESEARCH DEVELOPMENT AND ENGINEERING CENTER,,MIDDLESEX,,SEMS,,01760,,,,,MA1210020631,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 LADGE STREET,,,,,USA,,,,,,,,,AVON,,,,110001940142,HYBRIPAK INC FORMER ,,NORFOLK,,SEMS,,02322,,,,,MAD985276187,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 LAKE AVENUE,,,,,USA,,,,,,,,,ROCHESTER,,,,110000881065,ROCHESTER METAL ETCHING CO ,,MONROE,,SEMS,,14608,,,,,NYD002220523,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 LOCK STREET,,,,,USA,,,,,,,,,LOCKLAND,,,,110012341162,AMERICAN TISSUE SITE,,HAMILTON,,SEMS,,45215,,,,,OHN000508301,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,100 LONG STREET,,,,,USA,,,,,,,,,GREENVILLE,,,,110009263386,GREENVILLE FERTILIZER,,BUTLER,,SEMS,,36037,,,,,AL0001909852,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,100 MACARTHUR CSWY,,,,,USA,,,,,,,,,MIAMI BEACH,,,,110035643890,USCG BASE MIAMI BEACH,,MIAMI DADE,,SEMS,,33139,,,,,FL5690308338,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,100 MARINA AVE,,,,,USA,,,,,,,,,FAJARDO,,,,110071099849,DOS MARINAS CONDOMINIUM TOWER II,, NOT DEFINED ,,SEMS,,00738,,,,,PRN000202824,,,,,,,Y,,2.0,PR,,,,,,,,SEMS
,100 MCKEE ROAD,,,,,USA,,,,,,,,,ROCHESTER,,,,110060716122,OLIN CHEMICAL CORPORATION,,MONROE,,SEMS,,14611,,,,,NYD002220804,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 MERRIMAC DRIVE,,,,,USA,,,,,,,,,NEWINGTON,,,,110070058198,FWS GREAT BAY NATIONAL WILDLIFE REFUGE,,ROCKINGHAM,,SEMS,,03801,,,,,NHD510204837,,,,,,,Y,,1.0,NH,,,,,,,,SEMS
,100 MILL STREET,,,,,USA,,,,,,,,,ECORSE,,,,110000407079,CROWN GROUP FIRE,,WAYNE,,SEMS,,48229 1096,,,,,MIN000510047,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,100 MOCOCO RD,,,,,USA,,,,,,,,,MARTINEZ,,,,110071101507,STAUFFER CHEM CO MARTINEZ,,CONTRA COSTA,,SEMS,,94553,,,,,CAD053049490,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,100 MORICHES ISLAND RD,,,,,USA,,,,,,,,,EAST MORICHES,,,,110000806343,USCG GROUP MORICHES,,SUFFOLK,,SEMS,,11940,,,,,NY7690308021,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 N FOREST ROAD,,,,,USA,,,,,,,,,BUFFALO,,,,110019766582,U S ARC AMHURST,,ERIE,,SEMS,,14201,,,,,NY1210021837,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 N MAIN ST,,,,,USA,,,,,,,,,MIDDLEBURY,,,,110067038789,MIDDIE MART PAK A SAK,,ELKHART,,SEMS,,46540,,,,,INN000505553,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,100 NORTH MAIN ST,,,,,USA,,,,,,,,,CHATTAHOOCHEE,,,,110071955988,FLORIDA STATE HOSPITAL MERCURY SPILL,, NOT DEFINED ,,SEMS,,32324,,,,,FLN000421171,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,100 NORTH RD ,,,,,USA,,,,,,,,,SUDBURY,,,,110008406126,SPERRY RESEARCH CENTER,,MIDDLESEX,,SEMS,,01776,,,,,MAD073809402,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 N RAILROAD STREET,,,,,USA,,,,,,,,,ROSSVILLE,,,,110000702053,ROSS METALS INC ,,FAYETTE,,SEMS,,38066,,,,,TND096070396,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,100 OLD TRAIL RD ,,,,,USA,,,,,,,,,BRISTOW,,,,110071102087,OKLAHOMA TIRE RECYCLING FIRE,,CREEK,,SEMS,,74010,,,,,OKN000622169,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,100 PAFFORD STREET,,,,,USA,,,,,,,,,HINESVILLE,,,,110071102240,BRADWELL INSTITUTE MERCURY RELEASE,,LIBERTY,,SEMS,,31313,,,,,GAN000410835,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,100 PENNSYLVANIA AVE,,,,,USA,,,,,,,,,WEIRTON,,,,110057387420,WEIRTON BOP IMPLOSION SITE,,HANCOCK,,SEMS,,26062,,,,,WVN000304861,,,,,,,Y,,3.0,WV,,,,,,,,SEMS
,100 PROVIDENCE PIKE,,,,,USA,,,,,,,,,NORTH SMITHFIELD,,,,110000312590,PHILIPS COMPONENTS,,PROVIDENCE,,SEMS,,02896 8046,,,,,RID030284293,,,,,,,Y,,1.0,RI,,,,,,,,SEMS
,100 RAILROAD AVENUE,,,,,USA,,,,,,,,,BEACON FALLS,,,,110003018350,ZOLLO DRUM COMPANY,,NEW HAVEN,,SEMS,,06403 1000,,,,,CTD075394254,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,100 RAMBO LANE,,,,,USA,,,,,,,,,ANDREWS,,,,110071302126,BYPRODUCTS INDUSTRIES INC ,,GEORGETOWN,,SEMS,,29510,,,,,SCN000420910,,,,,,,Y,,4.0,SC,,,,,,,,SEMS
,100 REPUBLIC ROAD,,,,,USA,,,,,,,,,CHESAPEAKE,,,,110009315749,REPUBLIC CREOSOTING CO,,NORFOLK CITY,,SEMS,,23325,,,,,VAD980551980,,,,,,,Y,,3.0,VA,,,,,,,,SEMS
,100 ROCHESTER STREET,,,,,USA,,,,,,,,,SALAMANCA,,,,110014347493,SALAMANCA TRACTOR TRAILER SITE,,CATTARAUGUS,,SEMS,,14779,,,,,NYN000204461,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 RTE 413,,,,,USA,,,,,,,,,BRISTOL,,,,110071432892,TRINSEO POLYMER RELEASE,,BUCKS,,SEMS,,19007,,,,,PAN000306032,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,100 SAN LUCAS CT ,,,,,USA,,,,,,,,,SUNNYVALE,,,,110009349785,SIGNETICS CORP,,SANTA CLARA,,SEMS,,94086,,,,,CAT000614099,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,100 SAVIKKO RD MAYFLOWER ISLAND JUNEAU,,,,,USA,,,,,,,,,DOUGLAS,,,,110032956175,USDOI BLM JOHN RISHEL MINERAL INFORMATION CENTER,,JUNEAU,,SEMS,,99824,,,,,AKN001002950,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,100 SCHOOLHOUSE RD,,,,,USA,,,,,,,,,SOMERSET,,,,110071100650,SGS THOMSON MICRO ELECTRONICS,,SOMERSET,,SEMS,,08873,,,,,NJD044655140,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 S FOURTH STREET,,,,,USA,,,,,,,,,ROCK ISLAND,,,,110000491183,ROCK ISLAND SILICON PLANT FORMER ,,CHELAN,,SEMS,,98850,,,,,WAN001002939,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,100 SOUTH DUGAN DRIVE,,,,,USA,,,,,,,,,WAUKEGAN,,,,110009336110,NORTH SHORE GAS SOUTH PLANT,,LAKE,,SEMS,,60085,,,,,ILD984809228,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,100 SPRINGDALE ROAD,,,,,USA,,,,,,,,,WESTFIELD,,,,110000846719,SAVAGE INDUSTRIES,,HAMPDEN,,SEMS,,01085,,,,,MAD985279389,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 SUNNY SOL BLVD,,,,,USA,,,,,,,,,CALEDONIA,,,,110000327566,JONES CHEMICALS INC ,,LIVINGSTON,,SEMS,,14423,,,,,NYD000813428,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,100 TIE PLANT RD,,,,,USA,,,,,,,,,THE DALLEES,,,,110000486769,AMERITIES WOOD TREATMENT,,WASCO,,SEMS,,97058,,,,,ORN001020808,,,,,,,Y,,10.0,OR,,,,,,,,SEMS
,100 TO 101 LAMB STREET,,,,,USA,,,,,,,,,ATTLEBORO,,,,110071101009,APCO MOSSBERG COMPANY INC ,,BRISTOL,,SEMS,,02703 3817,,,,,MAD059731836,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 UTILITY AVE ,,,,,USA,,,,,,,,,ATTALLA,,,,110000608600,CRAFT PLATING,,ETOWAH,,SEMS,,35954 9200,,,,,ALSFN0406978,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,100 VANCE TANK ROAD RAYTHEON COMPANY,,,,,USA,,,,,,,,,BRISTOL,,,,110000820265,USN NAVAL WEAPONS INDUSTRIAL,,SULLIVAN,,SEMS,,37620 5698,,,,,TN9170024062,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,100 W CAPITOL ST ,,,,,USA,,,,,,,,,MCHENRY,,,,110070823631,U S FORESTRY SERVICE ACCESS ROADS,,HARRISON,,SEMS,,39574,,,,,MS9122307722,,,,,,,Y,,4.0,MS,,,,,,,,SEMS
,100 W ELIZABETH AVE,,,,,USA,,,,,,,,,PITTSBURGH,,,,110045521725,PITTSBURGH SMELTING REFINING CO LEAD SMELTER,,ALLEGHENY,,SEMS,,15207,,,,,PAN000306796,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,100 WEST CALIFORNIA,,,,,USA,,,,,,,,,PASADENA,,,,110071102542,HUNTINGTON HOSPITAL MERCURY,,LOS ANGELES,,SEMS,,91105,,,,,CAN000908522,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,100 WESTERN AVENUE,,,,,USA,,,,,,,,,LYNN,,,,110009289484,NORTH AMERICAN PHILLIPS LIGHTING FORMER ,,ESSEX,,SEMS,,01905,,,,,MAD066609520,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,100 WEST INDIANA STREET,,,,,USA,,,,,,,,,EVANSVILLE,,,,110002116629,EVANSVILLE PLATING WORKS,,VANDERBURGH,,SEMS,,47708,,,,,IND984877050,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,100 WEST MAIN STREET,,,,,USA,,,,,,,,,BOUND BROOK,,,,110013688116,BROOK INDUSTRIAL PARK,,SOMERSET,,SEMS,,08805,,,,,NJD078251675,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,100 WILLIAMS DRIVE,,,,,USA,,,,,,,,,ORE KNOB,,,,110071101668,WILLIAMS DRIVE,,ASHE,,SEMS,,28640,,,,,NCN000410562,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
