state_name,location_address,update_date,std_full_address,user_id,std_city_name,country_name,tribal_land_name,federal_agency_code,std_stype_before,std_base_name,std_stype_after,refresh_date,std_name,create_date,city_name,federal_facility_code,tribal_land_code,site_type_name,registry_id,primary_name,std_state_code,county_name,small_bus_ind,source_of_data,std_street_name,postal_code,huc_code_12,sensitive_ind,std_county_fips,fips_code,pgm_sys_id,std_house_number,huc_code_8,std_county_name,location_description,std_prefix,std_country,public_ind,supplemental_location,epa_region_code,state_code,data_quality_code,addr_type,last_reported_date,std_postal_code,legislative_dist_num,std_loc_address,std_suffix,pgm_sys_acrnm
,NEAR INTERSECTION OF LA HWY 113 LA HWY,,,,,USA,,,,,,,,,SUGARTOWN,,,,110028260405,SANDERS PROPERTY ILLEGAL DUMPING,,BEAUREGARD,,SEMS,,71303,,,,,LAN000606754,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,NEAR INTERSECTION OF MACON AND,,,,,USA,,,,,,,,,FORT VALLEY,,,,110009276602,FORMER COTTON SEED OIL MILL VACANT LOT ,,PEACH,,SEMS,,31030,,,,,GA0001974880,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NEAR INTERSECTION OF NORTH RD AND RTE 20,,,,,USA,,,,,,,,,ST JOHN,,,,110042267524,CORAL BAY AIR SAMPLING II,,ST JOHN,,SEMS,,00831,,,,,VIC200400687,,,,,,,Y,,2.0,VI,,,,,,,,SEMS
,NEAR INTERSECTION OF OLD PIMLICO AND,,,,,USA,,,,,,,,,BALTIMORE,,,,110045016451,BARE HILLS QUARRIES AND PITS,,BALTIMORE,,SEMS,,21209,,,,,MDN000306784,,,,,,,Y,,3.0,MD,,,,,,,,SEMS
,NEAR INTERSECTION OF SMITH JOHNSON STS,,,,,USA,,,,,,,,,STOCKTON,,,,110009314223,JACOBS SMELTER,,TOOELE,,SEMS,,84071,,,,,UT0002391472,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,NEAR INTERSECT OF OLD FRENCH RD ,,,,,USA,,,,,,,,,HONEOYE FALLS,,,,110071100591,ROLLING PLAINS DEVELOPMENT,,MONROE,,SEMS,,14472,,,,,NYC200400109,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,NEAR INTERSTATE 110 AND CAPITOL LAKE DRIVE,,,,,USA,,,,,,,,,BATON ROUGE,,,,110071101207,CAPITOL LAKES,,EAST BATON ROUGE,,SEMS,,70802,,,,,LAD980869440,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,NEAR INTERSTATE 59 20 AND ARKADELPHIA ROAD,,,,,USA,,,,,,,,,BIRMINGHAM,,,,110067351895,ARKADELPHIA ROAD TRUCK FIRE,,JEFFERSON,,SEMS,,35204,,,,,ALN000404677,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,NEAR JCT OF YALE NATIONAL,,,,,USA,,,,,,,,,WEST CHICAGO,,,,110009283729,KERR MCGEE REED KEPPLER PARK ,,DUPAGE,,SEMS,,60185,,,,,ILD980824007,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NEAR JUNCTION OF YALE STREET NATIONAL STREET,,,,,USA,,,,,,,,,WEST CHICAGO,,,,110071102049,KERR MCGEE SEWAGE TREATMENT PLANT ,,DUPAGE,,SEMS,,60185,,,,,ILD980824031,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NEAR LAKEVIEW AVE,,,,,USA,,,,,,,,,WINDOM,,,,110009292951,WINDOM DUMP,,COTTONWOOD,,SEMS,,56101,,,,,MND980034516,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,NEAR LANDFILL RD AND BOVONI RD,,,,,USA,,,,,,,,,ST THOMAS,,,,110071101044,BOVONI DUMP FIRE,,ST THOMAS,,SEMS,,00802,,,,,VIN000206262,,,,,,,Y,,2.0,VI,,,,,,,,SEMS
,NEAR LEADMINE AND MCDONALD ROADS,,,,,USA,,,,,,,,,TOWN OF MAMAKATING,,,,110067349177,WURTSBORO LEAD MINE,,SULLIVAN,,SEMS,,12790,,,,,NYN000202035,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,NEAR MILE MARKER 316 55 IN PALO PINTO COUNTY,,,,,USA,,,,,,,,,GORDON,,,,110071997937,GORDON TRAIN DERAILMENT,, NOT DEFINED ,,SEMS,,76453,,,,,TXN000622396,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,NEAR ORE MINE ROAD,,,,,USA,,,,,,,,,KATAHDIN IRON WORKS TOWNSHIP,,,,110071100856,BLOOD BROOK,,PISCATAQUIS,,SEMS,,,,,,,MEN000103039,,,,,,,Y,,1.0,ME,,,,,,,,SEMS
,NEAR PAGO PAGO,,,,,USA,,,,,,,,,PAGO PAGO,,,,110013806462,AMERICAN SAMOA LAB CHEMICALS,,WESTERN DISTRICT ,,SEMS,,96799,,,,,ASN000905905,,,,,,,Y,,9.0,AS,,,,,,,,SEMS
,NEAR PORT WELLS BAY,,,,,USA,,,,,,,,,WHITTIER,,,,110009330633,USDA FS CHUGACH NF GRANITE MINE,, NOT DEFINED ,,SEMS,,99693,,,,,AK0001764471,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,NEAR RAILROAD TRACKS ROUTE 4,,,,,USA,,,,,,,,,LIVINGSTON,,,,110009283747,ABANDONED DRUM,,MADISON,,SEMS,,62058,,,,,ILD980824866,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NEAR RIVERSIDE,,,,,USA,,,,,,,,,RIVERSIDE,,,,110009268407,CRAFTON REDLANDS AREA,,RIVERSIDE,,SEMS,,92516,,,,,CAD981997638,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NEAR RT 101,,,,,USA,,,,,,,,,MILFORD,,,,110071101008,SAVAGE MUNICIPAL WATER SUPPLY,,HILLSBOROUGH,,SEMS,,03055,,,,,NHD980671002,,,,,,,Y,,1.0,NH,,,,,,,,SEMS
,NEAR RTE 1 DEAN STREET,,,,,USA,,,,,,,,,NORWOOD,,,,110060456395,NORWOOD PCBS,,NORFOLK,,SEMS,,02062,,,,,MAD980670566,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,NEAR SANTA FE WY CRANBURY HALF ACRE RD,,,,,USA,,,,,,,,,CRANBURY,,,,110042266972,POSSIBLE DRUM DUMP,,MIDDLESEX,,SEMS,,08512,,,,,NJC200400620,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,NEAR STATE HWY 366 SARA JANE RD,,,,,USA,,,,,,,,,PORT NECHES,,,,110009312788,STAR LAKE CANAL,,JEFFERSON,,SEMS,,77651,,,,,TX0001414341,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,NEAR STATE ROUTE 40,,,,,USA,,,,,,,,,TROY & ST. JACOBS,,,,110027151506,CSX TRAIN DERAILMENT,,MADISON,,SEMS,,62281,,,,,ILN000510104,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NEAR THE INTERSECTION OF NORTH 1100 WEST,,,,,USA,,,,,,,,,LIGONIER,,,,110045395808,LIGONIER TRAIN DERAILMENT,,NOBLE,,SEMS,,46767,,,,,INN000510736,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,NEAR THE TOWN OF GLENROCK SOUTH OF INTERSECTION,,,,,USA,,,,,,,,,GLENROCK,,,,110071101814,GLENROCK COLE CREEK TRONOX ,,CONVERSE,,SEMS,,82637,,,,,WYN000820973,,,,,,,Y,,8.0,WY,,,,,,,,SEMS
,NEAR TO INDUSTRIAL AVE,,,,,USA,,,,,,,,,LINCOLN,,,,110067353526,THUNDER MOUNTAIN TRAIN WRECK SITE,,PLACER,,SEMS,,,,,,,CAN000906064,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NEAR TOWN,,,,,USA,,,,,,,,,IDAHO SPRINGS,,,,110009270975,CENTRAL CITY CLEAR CREEK,,CLEAR CREEK,,SEMS,,80452,,,,,COD980717557,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,NEAR TRIANGLE PARK AT INTERSECTION OF,,,,,USA,,,,,,,,,BLADES,,,,110071100882,BLADES GROUNDWATER,,SUSSEX,,SEMS,,19973,,,,,DEN000304203,,,,,,,Y,,3.0,DE,,,,,,,,SEMS
,NEAR TULSA INT L AIRPORT,,,,,USA,,,,,,,,,TULSA,,,,110000617976,PLANT 3 MCDONNEL DOUGLAS ,,TULSA,,SEMS,,74101,,,,,OK8572024604,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,NEAR UNIV OF HI WAILUA AG STATION,,,,,USA,,,,,,,,,WAILUA,,,,110071102709,KAUAI AGRICULTURAL RESEARCH CENTER,,KAUAI,,SEMS,,96746,,,,,HISFN0905572,,,,,,,Y,,9.0,HI,,,,,,,,SEMS
,NEAR URAVAN ON HWY 141,,,,,USA,,,,,,,,,URAVAN,,,,110022507483,URAVAN URANIUM PROJECT UNION CARBIDE CORP ,,MONTROSE,,SEMS,,81422,,,,,COD007063274,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,NEAR US 27 OFF CURRY RD,,,,,USA,,,,,,,,,CYNTHIANA,,,,110009325694,HARRISON CNTY SITE,,HARRISON,,SEMS,,41031,,,,,KYD009123613,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,NEAR US ROUTE 89 1 MI NE OF OF PRESCOTT,,,,,USA,,,,,,,,,PRESCOTT,,,,110013806471,SOUTHWEST FOREST IND WOOD TREATMENT PLT,,YAVAPAI,,SEMS,,86301,,,,,AZD008398703,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NEAR WAGON TRAIL ELK VALLEY TRAIL,,,,,USA,,,,,,,,,MONUMENT,,,,110043457407,MONUMENT HCL SPILL,,EL PASO,,SEMS,,80132,,,,,CON000802848,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,NEAR WEST 5245 SOUTH AND SOUTH JORDAN CANAL ROAD,,,,,USA,,,,,,,,,TAYLORSVILLE,,,,110071846641,TAYLORSVILLE CHEMICALS,, NOT DEFINED ,,SEMS,,84129,,,,,UTN000826461,,,,,,,Y,,8.0,UT,,,,,,,,SEMS
,NEBO RD,,,,,USA,,,,,,,,,YORKVILLE,,,,110009261949,B H TRANSFORMER,,GIBSON,,SEMS,,38389,,,,,TND042111419,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,NE CONRNER OF THE INTERSECTION OF,,,,,USA,,,,,,,,,SPRINGFIELD,,,,110043687427,SPRINGFIELD IRON COMPANY,,SANGAMON,,SEMS,,62794,,,,,ILN000510597,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NE CORNER LINCOLN AVE BEACH BL ,,,,,USA,,,,,,,,,ANAHEIM,,,,110009329440,DAVIS E L DUMP,,ORANGE,,SEMS,,92801,,,,,CAD980498513,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NE CORNER OF BREWBAKER AVE AND,,,,,USA,,,,,,,,,MONTGOMERY,,,,110040319465,H R DEPOT MAXWELL STORAGE ANNEX ,,MONTGOMERY,,SEMS,,36108,,,,,ALN000410512,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,NE CORNER OF CATAWBA GADSDEN,,,,,USA,,,,,,,,,COLUMBIA,,,,110039011707,VIRGINIA CAROLINA CHEMICAL VCC GLOBE,,RICHLAND,,SEMS,,,,,,,SCN000410304,,,,,,,Y,,4.0,SC,,,,,,,,SEMS
,NE CORNER OF FRENCH BROADWAY DRIVE,,,,,USA,,,,,,,,,FREEDOM TOWNSHIP,,,,110009317943,VAN HANDEL HARDD DON LANDFILL,,OUTAGAMIE,,SEMS,,54131,,,,,WID981188303,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,NE CORNER OF HIGGINS S 4TH STREET,,,,,USA,,,,,,,,,CLINTON,,,,110055211006,CLINTON CYANIDE,,VERMILLION,,SEMS,,47842,,,,,INN000510913,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,NE CORNER OF THE INTERSECTION OF JAMES,,,,,USA,,,,,,,,,URBANA,,,,110031457572,URBANA CONTAMINATED AQUIFER,,CHAMPAIGN,,SEMS,,43078,,,,,OHN000510230,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,NE CORNER OF WATSON DRIVE NE 5TH ,,,,,USA,,,,,,,,,ANADARKO,,,,110055651361,ANADARKO TANK BATTERY,,CADDO,,SEMS,,73005,,,,,OKN000607556,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,NE CORNER US HWY 49 PINE BARK LN,,,,,USA,,,,,,,,,SAUCIER,,,,110067038501,HICKMAN WOOD TREATING,,HARRISON,,SEMS,,39574,,,,,MSN000402329,,,,,,,Y,,4.0,MS,,,,,,,,SEMS
,NE COR SEC30 T29N R6W,,,,,USA,,,,,,,,,MANCELONA TOWNSHIP,,,,110009259131,TAR LAKE,,ANTRIM,,SEMS,,49659,,,,,MID980794655,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,N EDGE OF,,,,,USA,,,,,,,,,AURORA,,,,110009351977,BALDWIN PARK DUMP,,LAWRENCE,,SEMS,,65605,,,,,MOD980633168,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,NE EXTENSION OF HIGHTOWER AVENUE,,,,,USA,,,,,,,,,DAMASCUS,,,,110009278129,OLD TOWN LANDFILL,,EARLY,,SEMS,,31741,,,,,GASFN0406878,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NE EXTENSION OF HIGHTOWER AVENUE,,,,,USA,,,,,,,,,DAMASCUS,,,,110009335460,DAMASCUS LUMBER COMPANY PROPERTY,,EARLY,,SEMS,,31741,,,,,GASFN0406869,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NEIGHBORHOOD RD,,,,,USA,,,,,,,,,KINGSTON,,,,110007152286,TECHCITY,,ULSTER,,SEMS,,12401,,,,,NYD001359694,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,NE INTERSECT OF 3468TH ROAD CH 21,,,,,USA,,,,,,,,,WEDRON,,,,110044766624,WEDRON GROUNDWATER CONTAMINATION,,LA SALLE,,SEMS,,60557,,,,,ILN000510677,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NELLIS AFB,,,,,USA,,,,,,,,,LAS VEGAS,,,,110059820573,NELLIS AFB,,CLARK,,SEMS,,89121,,,,,NV7570024110,,,,,,,Y,,9.0,NV,,,,,,,,SEMS
,NELMS DRIVE,,,,,USA,,,,,,,,,DECATUR,,,,110071100131,NELMS DRIVE LANDFILL,,DEKALB,,SEMS,,30033,,,,,GAN000404813,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NEMO,,,,,USA,,,,,,,,,NEMO,,,,110064803217,U S FOREST SERVICE NEMO WORKSTATION SITE,,LAWRENCE,,SEMS,,57759,,,,,SD0009417560,,,,,,,Y,,8.0,SD,,,,,,,,SEMS
,NENANA,,,,,USA,,,,,,,,,NENANA,,,,110006878753,USDOT FAA NENANA STATION,,YUKON KOYUKUK,,SEMS,,99760,,,,,AK7141190119,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,N END OF BAYVIEW DR NEAR WATER,,,,,USA,,,,,,,,,BELLINGHAM,,,,110071102692,BOULEVARD PARK ALIAS SOUTH STATE STREET MANUFACTURED GAS PLA,,WHATCOM,,SEMS,,98226,,,,,WAD980835565,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,N END OF E LATHROPE AVE,,,,,USA,,,,,,,,,SAVANNAH,,,,110009277157,BERNUTH LEMBCKE CO INC,,CHATHAM,,SEMS,,31401,,,,,GAD980556864,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NE NW CORNERS OF 7TH 11TH AVES,,,,,USA,,,,,,,,,COUNCIL BLUFFS,,,,110041622116,CITIZENS GAS ELECTRIC CO,,POTTAWATTAMIE,,SEMS,,51501,,,,,IAD984589093,,,,,,,Y,,7.0,IA,,,,,,,,SEMS
,NE OF CAVALCADE AND MAURY BTWN BH T RR,,,,,USA,,,,,,,,,HOUSTON,,,,110009313545,NORTH CAVALCADE STREET,,HARRIS,,SEMS,,77009,,,,,TXD980873343,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,NE OF CLARK BLVD CSX R R TRACKS H 131,,,,,USA,,,,,,,,,CLARKSVILLE,,,,110009326595,CLARKSVILLE GRAVEL PIT 1,,CLARK,,SEMS,,47130,,,,,IND984897280,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,NE OF INTESECT 107TH ST ARCHER AVE ,,,,,USA,,,,,,,,,PALOS HILLS,,,,110009331534,PLOT M PALOS FOREST PRESERVE,,COOK,,SEMS,,60465,,,,,ILD984903286,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NE OF INT OF MD RTE 545 AND MD RTE 279,,,,,USA,,,,,,,,,ELKTON,,,,110013801840,DWYER PROPERTY GROUND WATER PLUME,,CECIL,,SEMS,,21921,,,,,MDD985366756,,,,,,,Y,,3.0,MD,,,,,,,,SEMS
,NE OF LA VETA AND TUSTIN AVE,,,,,USA,,,,,,,,,ORANGE,,,,110015585464,LA VETA 2 BURN DUMP,,ORANGE,,SEMS,,,,,,,CAN000906002,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NE OF MILITARY RD AND KENT DES MOINES RD,,,,,USA,,,,,,,,,KENT,,,,110060639288,SEATTLE MUNICIPAL LANDFILL KENT HIGHLANDS ,,KING,,SEMS,,98031,,,,,WAD980639462,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,NE OF WAYNESBORO BEECH CREEK,,,,,USA,,,,,,,,,WAYNESBORO,,,,110009345761,WAYNESBORO CITY LDFL,,WAYNE,,SEMS,,38485,,,,,TND980848436,,,,,,,Y,,4.0,TN,,,,,,,,SEMS
,NEOSHO RIVER NEAR HWY 169 BRIDGE,,,,,USA,,,,,,,,,NEOSHO,,,,110071935364,NEOSHO RIVER ORPHANED DRUM,, NOT DEFINED ,,SEMS,,,,,,,KSN000741180,,,,,,,Y,,7.0,KS,,,,,,,,SEMS
,NEW BOSTON ST,,,,,USA,,,,,,,,,WOBURN,,,,110071100707,STAUFFER CHEMICAL CO FORMER ,,MIDDLESEX,,SEMS,,01801,,,,,MAD980520282,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,NEW BRITAIN AVE GATE 3,,,,,USA,,,,,,,,,PLAINVILLE,,,,110015682064,GENERAL ELECTRIC COMPANY,,HARTFORD,,SEMS,,06062,,,,,CTD000842500,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,NEW BROOKLYN NEW FREEDOM RD,,,,,USA,,,,,,,,,WINSLOW TWP,,,,110064281325,CERTAINTEED BERLIN PLANT,,CAMDEN,,SEMS,,08095,,,,,NJD041746843,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,NEW CUT ROAD,,,,,USA,,,,,,,,,WHITESVILLE,,,,110009287850,NEW CUT ROAD C JEWELL SR ,,DAVIESS,,SEMS,,42378,,,,,KYD985070283,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,NEW ENGLAND REGION,,,,,USA,,,,,,,,,BOSTON,,,,110071100081,HURRICANE HENRI,,SUFFOLK,,SEMS,,02109,,,,,MAN000153375,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,NEW HAVEN DRIVE,,,,,USA,,,,,,,,,GASTONIA,,,,110009340061,NEW HAVEN DRIVE TCE SITE,,GASTON,,SEMS,,28052,,,,,NCD986171379,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,NEW LANE,,,,,USA,,,,,,,,,CROMWELL,,,,110002077118,A N PIERSON INC ,,MIDDLESEX,,SEMS,,06416,,,,,CTD006916746,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,NEW LONDON ROAD,,,,,USA,,,,,,,,,SOUTH HADLEY,,,,110030827005,PRESSTEK SULFURIC ACID SPILL,,HAMPSHIRE,,SEMS,,01075 2668,,,,,MAN000105483,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,NEW ORLEANS,,,,,USA,,,,,,,,,MARRERO,,,,110009325514,WESTBANK ASBESTOS,,JEFFERSON,,SEMS,,70072,,,,,LAD985170711,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,NEW PASS HWY 50 25 MI SE OF,,,,,USA,,,,,,,,,AUSTIN,,,,110064791122,NEW PASS RESOURCES INC,,LANDER,,SEMS,,89310,,,,,NVD980817795,,,,,,,Y,,9.0,NV,,,,,,,,SEMS
,NEW ROAD,,,,,USA,,,,,,,,,SOUTH BRUNSWICK,,,,110054977469,SOUTH BRUNSWICK LANDFILL,,MIDDLESEX,,SEMS,,08852,,,,,NJD980530679,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,NEW SAVANNAH ROAD AT,,,,,USA,,,,,,,,,AUGUSTA,,,,110013804400,VIRGINIA CAROLINA CHEMICAL VCC AUGUSTA,,RICHMOND,,SEMS,,30901,,,,,GAN000407494,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NEW S HARRIS ST,,,,,USA,,,,,,,,,DALTON,,,,110071100676,SOUTHEASTERN WASTE TREATMENT INC,,WHITFIELD,,SEMS,,30720,,,,,GAD000222083,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NEW SOUTH ROAD,,,,,USA,,,,,,,,,HICKSVILLE,,,,110071100085,HOOKER CHEMICAL PLASTICS CORP RUCO POLYMER CORP ,,NASSAU,,SEMS,,11801,,,,,NYD002920312,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,NEW ST,,,,,USA,,,,,,,,,DOVER,,,,110060848882,DOVER GAS LIGHT CO ,,KENT,,SEMS,,19904,,,,,DED980693550,,,,,,,Y,,3.0,DE,,,,,,,,SEMS
,NEW WHALE ST AND COMMERCIAL ST,,,,,USA,,,,,,,,,NANTUCKET,,,,110071100502,NANTUCKET ELECTRIC COMPANY,,NANTUCKET,,SEMS,,02554,,,,,MAD985288356,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,NEW YORK AND PURITAN AVENUES,,,,,USA,,,,,,,,,LAWRENCEVILLE,,,,110071100423,HYDROCARBON RESEARCH INC,,MERCER,,SEMS,,08648,,,,,NJD075484139,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,NEXT TO 121 LAKE STREET,,,,,USA,,,,,,,,,ITHACA,,,,110015838833,ITHACA GUN COMPANY SITE,,TOMPKINS,,SEMS,,14850,,,,,NYN000204292,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,NEXT TO MELVILLE NORTH LANDFILL,,,,,USA,,,,,,,,,PORTSMOUTH,,,,110009310192,STP SLUDGE DRYING BED,,NEWPORT,,SEMS,,02871,,,,,RID981064306,,,,,,,Y,,1.0,RI,,,,,,,,SEMS
,N FIFTH STREET,,,,,USA,,,,,,,,,WATERVILLE,,,,110040752487,WATERVILLE MERCURY,,LUCAS,,SEMS,,43566,,,,,OHN000510432,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,N FIRST STREET,,,,,USA,,,,,,,,,CLAYTON,,,,110067035452,MONITORING WELL FIRST STREET,,UNION,,SEMS,,88415,,,,,NM0000605160,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,NFR 1800 1808 2 MI S OF GRANITE LK,,,,,USA,,,,,,,,,NACHES,,,,110070822873,USDA FS WENATCHEE NF COPPER CITY MILL,,YAKIMA,,SEMS,,98929,,,,,WAN001003135,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,N FRANKLIN ST,,,,,USA,,,,,,,,,FRANKLIN COUNTY,,,,110070126712,LETTERKENNY ARMY DEPOT PDO AREA ,,FRANKLIN,,SEMS,,17201,,,,,PA2210090054,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,N FRANKLIN ST EXT,,,,,USA,,,,,,,,,CHAMBERSBURG,,,,110025217584,LETTERKENNY ARMY DEPOT SE AREA ,,FRANKLIN,,SEMS,,17201,,,,,PA6213820503,,,,,,,Y,,3.0,PA,,,,,,,,SEMS
,NF RD 2212 N SANTIAM HWY 22,,,,,USA,,,,,,,,,MILL CITY,,,,110071102846,COE CIVIL DETROIT DAM,,LINN,,SEMS,,97360,,,,,ORN001002960,,,,,,,Y,,10.0,OR,,,,,,,,SEMS
,N GOLIAD RD,,,,,USA,,,,,,,,,SAN ANTONIO,,,,110001143824,BROOKS AIR FORCE BASE,,BEXAR,,SEMS,,78235,,,,,TX2572024303,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,N HADLEY AVE N GRANADA AVE,,,,,USA,,,,,,,,,OAKDALE,,,,110009292988,OAKDALE DUMP,,WASHINGTON,,SEMS,,55128,,,,,MND980609515,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,N HIXVILLE RD,,,,,USA,,,,,,,,,DARTMOUTH,,,,110024365710,RE SOLVE INC ,,BRISTOL,,SEMS,,02747,,,,,MAD980520621,,,,,,,Y,,1.0,MA,,,,,,,,SEMS
,N HWY 13,,,,,USA,,,,,,,,,SPRINGFIELD,,,,110009339180,SAC RIVER LANDFILL,,GREENE,,SEMS,,65803,,,,,MOD980631121,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,N HWY 190,,,,,USA,,,,,,,,,SULPHUR,,,,110039390307,MOSSVILLE,,CALCASIEU,,SEMS,,,,,,,LAN000607014,,,,,,,Y,,6.0,LA,,,,,,,,SEMS
,N HWY 27,,,,,USA,,,,,,,,,SOMERSET,,,,110064156078,CUMBERLAND WOOD AND CHAIR CORP ,,PULASKI,,SEMS,,42501,,,,,KYD006365589,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,NICHOLSON ROAD,,,,,USA,,,,,,,,,OAK CREEK,,,,110009318381,UNION PACIFIC TRAIN DERAILMENT ACID SPILL,,MILWAUKEE,,SEMS,,53154,,,,,WIN000508091,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,NICHOLS ROAD,,,,,USA,,,,,,,,,EAST HADDAM,,,,110044329081,EAST HADDAM MUNICIPAL LANDFILL,,MIDDLESEX,,SEMS,,06423,,,,,CTD083341081,,,,,,,Y,,1.0,CT,,,,,,,,SEMS
,NINE MILES SOUTH OF HILLSDALE,,,,,USA,,,,,,,,,HILLSDALE,,,,110012340216,WARREN F E AFB ATLAS D MISSILE SITE 3,,LARAMIE,,SEMS,,82060,,,,,WY0009138938,,,,,,,Y,,8.0,WY,,,,,,,,SEMS
,NINIGRET PARK LOTS 45 1 45 2 ,,,,,USA,,,,,,,,,CHARLESTOWN,,,,110009321965,NINIGRET PARK,,WASHINGTON,,SEMS,,02813,,,,,RID987480910,,,,,,,Y,,1.0,RI,,,,,,,,SEMS
,N INTERSEC HWY 191 1 5 M SOUTH,,,,,USA,,,,,,,,,CLIFTON (SOUTH),,,,110009332383,SAN FRANCISCO RIVER MINE TAILINGS,,GREENLEE,,SEMS,,85533,,,,,AZ0000032433,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NITROGEN PLANT ROAD,,,,,USA,,,,,,,,,GORDON,,,,110009278030,SHORELINE CHEMICAL COMPANY,,WILKINSON,,SEMS,,31031,,,,,GAN000407199,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NJ 3 E APPROX 500 FT NW OF GROVE ST INTERSECTION,,,,,USA,,,,,,,,,CLIFTON,,,,110071812714,CLIFTON ROUTE 3 TRUCK EXPLOSION,, NOT DEFINED ,,SEMS,,07013,,,,,NJN000220033,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,N JOHNSON AVE,,,,,USA,,,,,,,,,ARCADIA,,,,110009328218,ARCADIA CITY LANDFILL,, NOT DEFINED ,,SEMS,,34266,,,,,FLD079995163,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
