Year of Death,Geographic Region,State,Sex,Veteran Suicides
2010,Southern,North Carolina,Female,<10
2010,Southern,North Carolina,All,194
2010,Southern,Oklahoma,Male,110-119
2010,Southern,Oklahoma,Female,<10
2010,Southern,Oklahoma,All,115
2010,Southern,South Carolina,Male,110-119
2010,Southern,South Carolina,Female,<10
2010,Southern,South Carolina,All,119
2010,Southern,Tennessee,Male,130-139
2010,Southern,Tennessee,Female,<10
2010,Southern,Tennessee,All,143
2010,Southern,Texas,Male,483
2010,Southern,Texas,Female,19
2010,Southern,Texas,All,502
2010,Southern,Virginia,Male,160-169
2010,Southern,Virginia,Female,<10
2010,Southern,Virginia,All,171
2010,Southern,West Virginia,Male,50-59
2010,Southern,West Virginia,Female,<10
2010,Southern,West Virginia,All,60
2010,Western,Alaska,Male,20-29
2010,Western,Alaska,Female,<10
2010,Western,Alaska,All,27
2010,Western,Arizona,Male,190-199
2010,Western,Arizona,Female,<10
2010,Western,Arizona,All,203
2010,Western,California,Male,543
2010,Western,California,Female,27
2010,Western,California,All,570
2010,Western,Colorado,Male,130-139
2010,Western,Colorado,Female,<10
2010,Western,Colorado,All,141
2010,Western,Hawaii,Male,20-29
2010,Western,Hawaii,Female,<10
2010,Western,Hawaii,All,21
2010,Western,Idaho,Male,50-59
2010,Western,Idaho,Female,<10
2010,Western,Idaho,All,59
2010,Western,Montana,Male,50-59
2010,Western,Montana,Female,<10
2010,Western,Montana,All,59
2010,Western,Nevada,Male,110-119
2010,Western,Nevada,Female,<10
2010,Western,Nevada,All,120
2010,Western,New Mexico,Male,60-69
2010,Western,New Mexico,Female,<10
2010,Western,New Mexico,All,71
2010,Western,Oregon,Male,130-139
2010,Western,Oregon,Female,<10
2010,Western,Oregon,All,137
2010,Western,Utah,Male,60-69
2010,Western,Utah,Female,<10
2010,Western,Utah,All,67
2010,Western,Washington,Male,167
2010,Western,Washington,Female,12
2010,Western,Washington,All,179
2010,Western,Wyoming,Male,20-29
2010,Western,Wyoming,Female,<10
2010,Western,Wyoming,All,27
2010,All,U.S. Total,Male,6323
2010,All,U.S. Total,Female,235
2010,All,U.S. Total,All,6561
2011,Northeastern,Connecticut,Male,50-59
2011,Northeastern,Connecticut,Female,<10
2011,Northeastern,Connecticut,All,56
2011,Northeastern,Maine,Male,40-49
2011,Northeastern,Maine,Female,<10
2011,Northeastern,Maine,All,49
2011,Northeastern,Massachusetts,Male,70-79
2011,Northeastern,Massachusetts,Female,<10
2011,Northeastern,Massachusetts,All,74
2011,Northeastern,New Hampshire,Male,30-39
2011,Northeastern,New Hampshire,Female,<10
2011,Northeastern,New Hampshire,All,34
2011,Northeastern,New Jersey,Male,70-79
2011,Northeastern,New Jersey,Female,<10
2011,Northeastern,New Jersey,All,78
2011,Northeastern,New York,Male,220
2011,Northeastern,New York,Female,11
2011,Northeastern,New York,All,231
2011,Northeastern,Pennsylvania,Male,259
2011,Northeastern,Pennsylvania,Female,11
2011,Northeastern,Pennsylvania,All,270
2011,Northeastern,Rhode Island,Male,10-19
2011,Northeastern,Rhode Island,Female,<10
2011,Northeastern,Rhode Island,All,17
2011,Northeastern,Vermont,Male,20-29
2011,Northeastern,Vermont,Female,<10
2011,Northeastern,Vermont,All,30
2011,Midwestern,Illinois,Male,150-159
2011,Midwestern,Illinois,Female,<10
2011,Midwestern,Illinois,All,158
2011,Midwestern,Indiana,Male,120-129
2011,Midwestern,Indiana,Female,<10
2011,Midwestern,Indiana,All,132
2011,Midwestern,Iowa,Male,70-79
2011,Midwestern,Iowa,Female,<10
2011,Midwestern,Iowa,All,78
2011,Midwestern,Kansas,Male,50-59
2011,Midwestern,Kansas,Female,<10
2011,Midwestern,Kansas,All,59
2011,Midwestern,Michigan,Male,180-189
2011,Midwestern,Michigan,Female,<10
2011,Midwestern,Michigan,All,193
2011,Midwestern,Minnesota,Male,100-109
2011,Midwestern,Minnesota,Female,<10
2011,Midwestern,Minnesota,All,109
2011,Midwestern,Missouri,Male,140-149
2011,Midwestern,Missouri,Female,<10
2011,Midwestern,Missouri,All,146
2011,Midwestern,Nebraska,Male,30-39
2011,Midwestern,Nebraska,Female,<10
2011,Midwestern,Nebraska,All,39
2011,Midwestern,North Dakota,Male,20-29
2011,Midwestern,North Dakota,Female,<10
2011,Midwestern,North Dakota,All,22
2011,Midwestern,Ohio,Male,240-249
2011,Midwestern,Ohio,Female,<10
2011,Midwestern,Ohio,All,250
2011,Midwestern,South Dakota,Male,10-19
2011,Midwestern,South Dakota,Female,<10
2011,Midwestern,South Dakota,All,23
2011,Midwestern,Wisconsin,Male,100-109
2011,Midwestern,Wisconsin,Female,<10
2011,Midwestern,Wisconsin,All,110
2011,Southern,Alabama,Male,120-129
2011,Southern,Alabama,Female,<10
2011,Southern,Alabama,All,127
2011,Southern,Arkansas,Male,80-89
2011,Southern,Arkansas,Female,<10
2011,Southern,Arkansas,All,83
2011,Southern,Delaware,Male,10-19
2011,Southern,Delaware,Female,<10
2011,Southern,Delaware,All,16
2011,Southern,District of Columbia,Male,<10
2011,Southern,District of Columbia,Female,<10
2011,Southern,District of Columbia,All,<10
2011,Southern,Florida,Male,525
2011,Southern,Florida,Female,22
2011,Southern,Florida,All,547
2011,Southern,Georgia,Male,180-189
2011,Southern,Georgia,Female,<10
2011,Southern,Georgia,All,193
2011,Southern,Kentucky,Male,110-119
2011,Southern,Kentucky,Female,<10
2011,Southern,Kentucky,All,117
2011,Southern,Louisiana,Male,70-79
2011,Southern,Louisiana,Female,<10
2011,Southern,Louisiana,All,81
2011,Southern,Maryland,Male,80-89
2011,Southern,Maryland,Female,<10
2011,Southern,Maryland,All,92
2011,Southern,Mississippi,Male,50-59
2011,Southern,Mississippi,Female,<10
2011,Southern,Mississippi,All,63
2011,Southern,North Carolina,Male,190-199
2011,Southern,North Carolina,Female,<10
2011,Southern,North Carolina,All,202
2011,Southern,Oklahoma,Male,120-129
2011,Southern,Oklahoma,Female,<10
2011,Southern,Oklahoma,All,127
2011,Southern,South Carolina,Male,120-129
2011,Southern,South Carolina,Female,<10
2011,Southern,South Carolina,All,123
2011,Southern,Tennessee,Male,160-169
2011,Southern,Tennessee,Female,<10
2011,Southern,Tennessee,All,163
2011,Southern,Texas,Male,464
2011,Southern,Texas,Female,29
2011,Southern,Texas,All,493
2011,Southern,Virginia,Male,168
2011,Southern,Virginia,Female,13
2011,Southern,Virginia,All,181
2011,Southern,West Virginia,Male,50-59
2011,Southern,West Virginia,Female,<10
2011,Southern,West Virginia,All,60
2011,Western,Alaska,Male,10-19
2011,Western,Alaska,Female,<10
2011,Western,Alaska,All,19
2011,Western,Arizona,Male,190-199
2011,Western,Arizona,Female,<10
2011,Western,Arizona,All,207
2011,Western,California,Male,574
2011,Western,California,Female,26
2011,Western,California,All,600
2011,Western,Colorado,Male,130-139
2011,Western,Colorado,Female,<10
2011,Western,Colorado,All,142
2011,Western,Hawaii,Male,20-29
2011,Western,Hawaii,Female,<10
2011,Western,Hawaii,All,24
2011,Western,Idaho,Male,50-59
2011,Western,Idaho,Female,<10
2011,Western,Idaho,All,58
2011,Western,Montana,Male,50-59
2011,Western,Montana,Female,<10
2011,Western,Montana,All,59
2011,Western,Nevada,Male,70-79
2011,Western,Nevada,Female,<10
2011,Western,Nevada,All,81
2011,Western,New Mexico,Male,60-69
2011,Western,New Mexico,Female,<10
2011,Western,New Mexico,All,70
2011,Western,Oregon,Male,130-139
2011,Western,Oregon,Female,<10
2011,Western,Oregon,All,139
2011,Western,Utah,Male,50-59
2011,Western,Utah,Female,<10
2011,Western,Utah,All,55
2011,Western,Washington,Male,151
2011,Western,Washington,Female,11
2011,Western,Washington,All,162
2011,Western,Wyoming,Male,20-29
2011,Western,Wyoming,Female,<10
2011,Western,Wyoming,All,25
2011,All,U.S. Total,Male,6211
2011,All,U.S. Total,Female,258
2011,All,U.S. Total,All,6470
2012,Northeastern,Connecticut,Male,40-49
2012,Northeastern,Connecticut,Female,<10
2012,Northeastern,Connecticut,All,44
2012,Northeastern,Maine,Male,30-39
2012,Northeastern,Maine,Female,<10
2012,Northeastern,Maine,All,38
2012,Northeastern,Massachusetts,Male,60-69
2012,Northeastern,Massachusetts,Female,<10
2012,Northeastern,Massachusetts,All,70
2012,Northeastern,New Hampshire,Male,30-39
2012,Northeastern,New Hampshire,Female,<10
2012,Northeastern,New Hampshire,All,35
2012,Northeastern,New Jersey,Male,60-69
2012,Northeastern,New Jersey,Female,<10
2012,Northeastern,New Jersey,All,67
2012,Northeastern,New York,Male,190-199
2012,Northeastern,New York,Female,<10
2012,Northeastern,New York,All,196
2012,Northeastern,Pennsylvania,Male,260-269
2012,Northeastern,Pennsylvania,Female,<10
2012,Northeastern,Pennsylvania,All,276
2012,Northeastern,Rhode Island,Male,10-19
2012,Northeastern,Rhode Island,Female,<10
2012,Northeastern,Rhode Island,All,13
2012,Northeastern,Vermont,Male,0-9
2012,Northeastern,Vermont,Female,<10
2012,Northeastern,Vermont,All,10
2012,Midwestern,Illinois,Male,170-179
2012,Midwestern,Illinois,Female,<10
2012,Midwestern,Illinois,All,185
2012,Midwestern,Indiana,Male,150-159
2012,Midwestern,Indiana,Female,<10
2012,Midwestern,Indiana,All,157
2012,Midwestern,Iowa,Male,50-59
2012,Midwestern,Iowa,Female,<10
2012,Midwestern,Iowa,All,54
2012,Midwestern,Kansas,Male,70-79
2012,Midwestern,Kansas,Female,<10
2012,Midwestern,Kansas,All,73
2012,Midwestern,Michigan,Male,160-169
2012,Midwestern,Michigan,Female,<10
2012,Midwestern,Michigan,All,166
2012,Midwestern,Minnesota,Male,110-119
2012,Midwestern,Minnesota,Female,<10
2012,Midwestern,Minnesota,All,119
2012,Midwestern,Missouri,Male,160-169
2012,Midwestern,Missouri,Female,<10
2012,Midwestern,Missouri,All,172
2012,Midwestern,Nebraska,Male,40-49
2012,Midwestern,Nebraska,Female,<10
2012,Midwestern,Nebraska,All,43
2012,Midwestern,North Dakota,Male,10-19
2012,Midwestern,North Dakota,Female,<10
2012,Midwestern,North Dakota,All,19
2012,Midwestern,Ohio,Male,250-259
2012,Midwestern,Ohio,Female,<10
2012,Midwestern,Ohio,All,260
2012,Midwestern,South Dakota,Male,10-19
2012,Midwestern,South Dakota,Female,<10
2012,Midwestern,South Dakota,All,19
2012,Midwestern,Wisconsin,Male,90-99
2012,Midwestern,Wisconsin,Female,<10
2012,Midwestern,Wisconsin,All,103
2012,Southern,Alabama,Male,110-119
2012,Southern,Alabama,Female,<10
2012,Southern,Alabama,All,127
2012,Southern,Arkansas,Male,74
2012,Southern,Arkansas,Female,11
2012,Southern,Arkansas,All,85
2012,Southern,Delaware,Male,10-19
2012,Southern,Delaware,Female,<10
2012,Southern,Delaware,All,19
2012,Southern,District of Columbia,Male,<10
2012,Southern,District of Columbia,Female,<10
2012,Southern,District of Columbia,All,<10
2012,Southern,Florida,Male,513
2012,Southern,Florida,Female,26
2012,Southern,Florida,All,539
2012,Southern,Georgia,Male,178
2012,Southern,Georgia,Female,12
2012,Southern,Georgia,All,190
2012,Southern,Kentucky,Male,100-109
2012,Southern,Kentucky,Female,<10
2012,Southern,Kentucky,All,116
2012,Southern,Louisiana,Male,80-89
2012,Southern,Louisiana,Female,<10
2012,Southern,Louisiana,All,86
2012,Southern,Maryland,Male,90-99
2012,Southern,Maryland,Female,<10
2012,Southern,Maryland,All,93
2012,Southern,Mississippi,Male,60-69
2012,Southern,Mississippi,Female,<10
2012,Southern,Mississippi,All,72
2012,Southern,North Carolina,Male,181
2012,Southern,North Carolina,Female,10
2012,Southern,North Carolina,All,191
2012,Southern,Oklahoma,Male,100-109
2012,Southern,Oklahoma,Female,<10
2012,Southern,Oklahoma,All,111
2012,Southern,South Carolina,Male,110-119
2012,Southern,South Carolina,Female,<10
2012,Southern,South Carolina,All,122
2012,Southern,Tennessee,Male,160-169
2012,Southern,Tennessee,Female,<10
2012,Southern,Tennessee,All,170
2012,Southern,Texas,Male,474
2012,Southern,Texas,Female,18
2012,Southern,Texas,All,492
2012,Southern,Virginia,Male,170-179
2012,Southern,Virginia,Female,<10
2012,Southern,Virginia,All,186
2012,Southern,West Virginia,Male,50-59
2012,Southern,West Virginia,Female,<10
2012,Southern,West Virginia,All,63
2012,Western,Alaska,Male,20-29
2012,Western,Alaska,Female,<10
2012,Western,Alaska,All,23
2012,Western,Arizona,Male,220-229
2012,Western,Arizona,Female,<10
2012,Western,Arizona,All,227
2012,Western,California,Male,517
2012,Western,California,Female,27
2012,Western,California,All,544
2012,Western,Colorado,Male,150-159
2012,Western,Colorado,Female,<10
2012,Western,Colorado,All,163
2012,Western,Hawaii,Male,20-29
2012,Western,Hawaii,Female,<10
2012,Western,Hawaii,All,25
2012,Western,Idaho,Male,40-49
2012,Western,Idaho,Female,<10
2012,Western,Idaho,All,47
2012,Western,Montana,Male,50-59
2012,Western,Montana,Female,<10
2012,Western,Montana,All,53
2012,Western,Nevada,Male,90-99
2012,Western,Nevada,Female,<10
2012,Western,Nevada,All,97
2012,Western,New Mexico,Male,60-69
2012,Western,New Mexico,Female,<10
2012,Western,New Mexico,All,65
2012,Western,Oregon,Male,130-139
2012,Western,Oregon,Female,<10
2012,Western,Oregon,All,140
2012,Western,Utah,Male,60-69
2012,Western,Utah,Female,<10
2012,Western,Utah,All,70
2012,Western,Washington,Male,173
2012,Western,Washington,Female,10
2012,Western,Washington,All,183
2012,Western,Wyoming,Male,20-29
2012,Western,Wyoming,Female,<10
2012,Western,Wyoming,All,30
2012,All,U.S. Total,Male,6212
2012,All,U.S. Total,Female,241
2012,All,U.S. Total,All,6453
2013,Northeastern,Connecticut,Male,30-39
2013,Northeastern,Connecticut,Female,<10
2013,Northeastern,Connecticut,All,34
2013,Northeastern,Maine,Male,40-49
2013,Northeastern,Maine,Female,<10
2013,Northeastern,Maine,All,46
2013,Northeastern,Massachusetts,Male,50-59
2013,Northeastern,Massachusetts,Female,<10
2013,Northeastern,Massachusetts,All,58
2013,Northeastern,New Hampshire,Male,20-29
2013,Northeastern,New Hampshire,Female,<10
2013,Northeastern,New Hampshire,All,26
2013,Northeastern,New Jersey,Male,90-99
2013,Northeastern,New Jersey,Female,<10
2013,Northeastern,New Jersey,All,100
2013,Northeastern,New York,Male,190-199
2013,Northeastern,New York,Female,<10
2013,Northeastern,New York,All,202
2013,Northeastern,Pennsylvania,Male,280-289
2013,Northeastern,Pennsylvania,Female,<10
2013,Northeastern,Pennsylvania,All,290
2013,Northeastern,Rhode Island,Male,10-19
2013,Northeastern,Rhode Island,Female,<10
2013,Northeastern,Rhode Island,All,19
2013,Northeastern,Vermont,Male,10-19
2013,Northeastern,Vermont,Female,<10
2013,Northeastern,Vermont,All,13
2013,Midwestern,Illinois,Male,160-169
2013,Midwestern,Illinois,Female,<10
2013,Midwestern,Illinois,All,173
2013,Midwestern,Indiana,Male,140-149
2013,Midwestern,Indiana,Female,<10
2013,Midwestern,Indiana,All,153
2013,Midwestern,Iowa,Male,60-69
2013,Midwestern,Iowa,Female,<10
2013,Midwestern,Iowa,All,66
2013,Midwestern,Kansas,Male,60-69
2013,Midwestern,Kansas,Female,<10
2013,Midwestern,Kansas,All,71
2013,Midwestern,Michigan,Male,170-179
2013,Midwestern,Michigan,Female,<10
2013,Midwestern,Michigan,All,184
2013,Midwestern,Minnesota,Male,90-99
2013,Midwestern,Minnesota,Female,<10
2013,Midwestern,Minnesota,All,97
2013,Midwestern,Missouri,Male,190
2013,Midwestern,Missouri,Female,11
2013,Midwestern,Missouri,All,201
2013,Midwestern,Nebraska,Male,30-39
2013,Midwestern,Nebraska,Female,<10
2013,Midwestern,Nebraska,All,36
2013,Midwestern,North Dakota,Male,10-19
2013,Midwestern,North Dakota,Female,<10
2013,Midwestern,North Dakota,All,16
2013,Midwestern,Ohio,Male,220-229
2013,Midwestern,Ohio,Female,<10
2013,Midwestern,Ohio,All,233
2013,Midwestern,South Dakota,Male,10-19
2013,Midwestern,South Dakota,Female,<10
2013,Midwestern,South Dakota,All,19
2013,Midwestern,Wisconsin,Male,120-129
2013,Midwestern,Wisconsin,Female,<10
2013,Midwestern,Wisconsin,All,127
2013,Southern,Alabama,Male,120-129
2013,Southern,Alabama,Female,<10
2013,Southern,Alabama,All,134
2013,Southern,Arkansas,Male,90-99
2013,Southern,Arkansas,Female,<10
2013,Southern,Arkansas,All,97
2013,Southern,Delaware,Male,10-19
2013,Southern,Delaware,Female,<10
2013,Southern,Delaware,All,18
2013,Southern,District of Columbia,Male,<10
2013,Southern,District of Columbia,Female,<10
2013,Southern,District of Columbia,All,<10
2013,Southern,Florida,Male,533
2013,Southern,Florida,Female,17
2013,Southern,Florida,All,550
2013,Southern,Georgia,Male,160-169
2013,Southern,Georgia,Female,<10
2013,Southern,Georgia,All,177
2013,Southern,Kentucky,Male,110-119
2013,Southern,Kentucky,Female,<10
2013,Southern,Kentucky,All,118
2013,Southern,Louisiana,Male,80-89
2013,Southern,Louisiana,Female,<10
2013,Southern,Louisiana,All,87
2013,Southern,Maryland,Male,70-79
2013,Southern,Maryland,Female,<10
2013,Southern,Maryland,All,83
2013,Southern,Mississippi,Male,40-49
2013,Southern,Mississippi,Female,<10
2013,Southern,Mississippi,All,49
2013,Southern,North Carolina,Male,200
2013,Southern,North Carolina,Female,10
2013,Southern,North Carolina,All,211
2013,Southern,Oklahoma,Male,110-119
2013,Southern,Oklahoma,Female,<10
2013,Southern,Oklahoma,All,114
2013,Southern,South Carolina,Male,120-129
2013,Southern,South Carolina,Female,<10
2013,Southern,South Carolina,All,126
2013,Southern,Tennessee,Male,160-169
2013,Southern,Tennessee,Female,<10
2013,Southern,Tennessee,All,175
2013,Southern,Texas,Male,478
2013,Southern,Texas,Female,19
2013,Southern,Texas,All,497
2013,Southern,Virginia,Male,170-179
2013,Southern,Virginia,Female,<10
2013,Southern,Virginia,All,190
2013,Southern,West Virginia,Male,60-69
2013,Southern,West Virginia,Female,<10
2013,Southern,West Virginia,All,70
2013,Western,Alaska,Male,10-19
2013,Western,Alaska,Female,<10
2013,Western,Alaska,All,20
2013,Western,Arizona,Male,224
2013,Western,Arizona,Female,13
2013,Western,Arizona,All,237
2013,Western,California,Male,511
2013,Western,California,Female,27
2013,Western,California,All,539
2013,Western,Colorado,Male,140-149
2013,Western,Colorado,Female,<10
2013,Western,Colorado,All,155
2013,Western,Hawaii,Male,20-29
2013,Western,Hawaii,Female,<10
2013,Western,Hawaii,All,28
2013,Western,Idaho,Male,50-59
2013,Western,Idaho,Female,<10
2013,Western,Idaho,All,56
2013,Western,Montana,Male,20-29
2013,Western,Montana,Female,<10
2013,Western,Montana,All,30
2013,Western,Nevada,Male,110-119
2013,Western,Nevada,Female,<10
2013,Western,Nevada,All,113
2013,Western,New Mexico,Male,60-69
2013,Western,New Mexico,Female,<10
2013,Western,New Mexico,All,65
2013,Western,Oregon,Male,130-139
2013,Western,Oregon,Female,<10
2013,Western,Oregon,All,138
2013,Western,Utah,Male,60-69
2013,Western,Utah,Female,<10
2013,Western,Utah,All,67
2013,Western,Washington,Male,165
2013,Western,Washington,Female,10
2013,Western,Washington,All,175
2013,Western,Wyoming,Male,20-29
2013,Western,Wyoming,Female,<10
2013,Western,Wyoming,All,31
2013,All,U.S. Total,Male,6267
2013,All,U.S. Total,Female,253
2013,All,U.S. Total,All,6523
2014,Northeastern,Connecticut,Male,30-39
2014,Northeastern,Connecticut,Female,<10
2014,Northeastern,Connecticut,All,44
2014,Northeastern,Maine,Male,40-49
2014,Northeastern,Maine,Female,<10
2014,Northeastern,Maine,All,50
2014,Northeastern,Massachusetts,Male,60-69
2014,Northeastern,Massachusetts,Female,<10
2014,Northeastern,Massachusetts,All,64
2014,Northeastern,New Hampshire,Male,30-39
2014,Northeastern,New Hampshire,Female,<10
2014,Northeastern,New Hampshire,All,36
2014,Northeastern,New Jersey,Male,70-79
2014,Northeastern,New Jersey,Female,<10
2014,Northeastern,New Jersey,All,83
2014,Northeastern,New York,Male,190-199
2014,Northeastern,New York,Female,<10
2014,Northeastern,New York,All,201
2014,Northeastern,Pennsylvania,Male,270-279
2014,Northeastern,Pennsylvania,Female,<10
2014,Northeastern,Pennsylvania,All,286
2014,Northeastern,Rhode Island,Male,10-19
2014,Northeastern,Rhode Island,Female,<10
2014,Northeastern,Rhode Island,All,14
2014,Northeastern,Vermont,Male,20-29
2014,Northeastern,Vermont,Female,<10
2014,Northeastern,Vermont,All,21
2014,Midwestern,Illinois,Male,174
2014,Midwestern,Illinois,Female,10
2014,Midwestern,Illinois,All,184
2014,Midwestern,Indiana,Male,110-119
2014,Midwestern,Indiana,Female,<10
2014,Midwestern,Indiana,All,123
2014,Midwestern,Iowa,Male,60-69
2014,Midwestern,Iowa,Female,<10
2014,Midwestern,Iowa,All,72
2014,Midwestern,Kansas,Male,60-69
2014,Midwestern,Kansas,Female,<10
2014,Midwestern,Kansas,All,71
2014,Midwestern,Michigan,Male,190-199
2014,Midwestern,Michigan,Female,<10
2014,Midwestern,Michigan,All,205
2014,Midwestern,Minnesota,Male,90-99
2014,Midwestern,Minnesota,Female,<10
2014,Midwestern,Minnesota,All,96
2014,Midwestern,Missouri,Male,180-189
2014,Midwestern,Missouri,Female,<10
2014,Midwestern,Missouri,All,186
2014,Midwestern,Nebraska,Male,40-49
2014,Midwestern,Nebraska,Female,<10
2014,Midwestern,Nebraska,All,53
2014,Midwestern,North Dakota,Male,10-19
2014,Midwestern,North Dakota,Female,<10
2014,Midwestern,North Dakota,All,17
2014,Midwestern,Ohio,Male,219
2014,Midwestern,Ohio,Female,19
2014,Midwestern,Ohio,All,238
2014,Midwestern,South Dakota,Male,20-29
2014,Midwestern,South Dakota,Female,<10
2014,Midwestern,South Dakota,All,23
2014,Midwestern,Wisconsin,Male,110-119
2014,Midwestern,Wisconsin,Female,<10
2014,Midwestern,Wisconsin,All,126
2014,Southern,Alabama,Male,110-119
2014,Southern,Alabama,Female,<10
2014,Southern,Alabama,All,117
2014,Southern,Arkansas,Male,80-89
2014,Southern,Arkansas,Female,<10
2014,Southern,Arkansas,All,92
2014,Southern,Delaware,Male,20-29
2014,Southern,Delaware,Female,<10
2014,Southern,Delaware,All,22
2014,Southern,District of Columbia,Male,<10
2014,Southern,District of Columbia,Female,<10
2014,Southern,District of Columbia,All,<10
2014,Southern,Florida,Male,524
2014,Southern,Florida,Female,25
2014,Southern,Florida,All,549
2014,Southern,Georgia,Male,160-169
2014,Southern,Georgia,Female,<10
2014,Southern,Georgia,All,173
2014,Southern,Kentucky,Male,120-129
2014,Southern,Kentucky,Female,<10
2014,Southern,Kentucky,All,130
2014,Southern,Louisiana,Male,100-109
2014,Southern,Louisiana,Female,<10
2014,Southern,Louisiana,All,104
2014,Southern,Maryland,Male,70-79
2014,Southern,Maryland,Female,<10
2014,Southern,Maryland,All,81
2014,Southern,Mississippi,Male,50-59
2014,Southern,Mississippi,Female,<10
2014,Southern,Mississippi,All,62
2014,Southern,North Carolina,Male,199
2014,Southern,North Carolina,Female,10
2014,Southern,North Carolina,All,209
2014,Southern,Oklahoma,Male,120-129
2014,Southern,Oklahoma,Female,<10
2014,Southern,Oklahoma,All,130
2014,Southern,South Carolina,Male,110-119
2014,Southern,South Carolina,Female,<10
2014,Southern,South Carolina,All,119
2014,Southern,Tennessee,Male,140-149
2014,Southern,Tennessee,Female,<10
2014,Southern,Tennessee,All,151
2014,Southern,Texas,Male,454
2014,Southern,Texas,Female,28
2014,Southern,Texas,All,482
2014,Southern,Virginia,Male,171
2014,Southern,Virginia,Female,10
2014,Southern,Virginia,All,181
2014,Southern,West Virginia,Male,60-69
2014,Southern,West Virginia,Female,<10
2014,Southern,West Virginia,All,64
2014,Western,Alaska,Male,20-29
2014,Western,Alaska,Female,<10
2014,Western,Alaska,All,31
2014,Western,Arizona,Male,235
2014,Western,Arizona,Female,12
2014,Western,Arizona,All,247
2014,Western,California,Male,601
2014,Western,California,Female,23
2014,Western,California,All,624
2014,Western,Colorado,Male,160-169
2014,Western,Colorado,Female,<10
2014,Western,Colorado,All,170
2014,Western,Hawaii,Male,20-29
2014,Western,Hawaii,Female,<10
2014,Western,Hawaii,All,24
2014,Western,Idaho,Male,40-49
2014,Western,Idaho,Female,<10
2014,Western,Idaho,All,49
2014,Western,Montana,Male,40-49
2014,Western,Montana,Female,<10
2014,Western,Montana,All,50
2014,Western,Nevada,Male,100-109
2014,Western,Nevada,Female,<10
2014,Western,Nevada,All,108
2014,Western,New Mexico,Male,70-79
2014,Western,New Mexico,Female,<10
2014,Western,New Mexico,All,86
2014,Western,Oregon,Male,120-129
2014,Western,Oregon,Female,<10
2014,Western,Oregon,All,132
2014,Western,Utah,Male,60-69
2014,Western,Utah,Female,<10
2014,Western,Utah,All,73
2014,Western,Washington,Male,170-179
2014,Western,Washington,Female,<10
2014,Western,Washington,All,185
2014,Western,Wyoming,Male,20-29
2014,Western,Wyoming,Female,<10
2014,Western,Wyoming,All,23
2014,All,U.S. Total,Male,6372
2014,All,U.S. Total,Female,295
2014,All,U.S. Total,All,6667
2015,Northeastern,Connecticut,Male,40-49
2015,Northeastern,Connecticut,Female,<10
2015,Northeastern,Connecticut,All,44
2015,Northeastern,Maine,Male,50-59
2015,Northeastern,Maine,Female,<10
2015,Northeastern,Maine,All,54
2015,Northeastern,Massachusetts,Male,60-69
2015,Northeastern,Massachusetts,Female,<10
2015,Northeastern,Massachusetts,All,71
2015,Northeastern,New Hampshire,Male,30-39
2015,Northeastern,New Hampshire,Female,<10
2015,Northeastern,New Hampshire,All,32
2015,Northeastern,New Jersey,Male,70-79
2015,Northeastern,New Jersey,Female,<10
2015,Northeastern,New Jersey,All,75
2015,Northeastern,New York,Male,158
2015,Northeastern,New York,Female,10
2015,Northeastern,New York,All,168
2015,Northeastern,Pennsylvania,Male,250-259
2015,Northeastern,Pennsylvania,Female,<10
2015,Northeastern,Pennsylvania,All,264
2015,Northeastern,Rhode Island,Male,10-19
2015,Northeastern,Rhode Island,Female,<10
2015,Northeastern,Rhode Island,All,16
2015,Northeastern,Vermont,Male,10-19
2015,Northeastern,Vermont,Female,<10
2015,Northeastern,Vermont,All,20
2015,Midwestern,Illinois,Male,160-169
2015,Midwestern,Illinois,Female,<10
2015,Midwestern,Illinois,All,165
2015,Midwestern,Indiana,Male,100-109
2015,Midwestern,Indiana,Female,<10
2015,Midwestern,Indiana,All,113
2015,Midwestern,Iowa,Male,60-69
2015,Midwestern,Iowa,Female,<10
2015,Midwestern,Iowa,All,68
2015,Midwestern,Kansas,Male,60-69
2015,Midwestern,Kansas,Female,<10
2015,Midwestern,Kansas,All,73
2015,Midwestern,Michigan,Male,185
2015,Midwestern,Michigan,Female,10
2015,Midwestern,Michigan,All,195
2015,Midwestern,Minnesota,Male,70-79
2015,Midwestern,Minnesota,Female,<10
2015,Midwestern,Minnesota,All,81
2015,Midwestern,Missouri,Male,170-179
2015,Midwestern,Missouri,Female,<10
2015,Midwestern,Missouri,All,187
2015,Midwestern,Nebraska,Male,20-29
2015,Midwestern,Nebraska,Female,<10
2015,Midwestern,Nebraska,All,26
2015,Midwestern,North Dakota,Male,20-29
2015,Midwestern,North Dakota,Female,<10
2015,Midwestern,North Dakota,All,21
2015,Midwestern,Ohio,Male,230-239
2015,Midwestern,Ohio,Female,<10
2015,Midwestern,Ohio,All,242
2015,Midwestern,South Dakota,Male,20-29
2015,Midwestern,South Dakota,Female,<10
2015,Midwestern,South Dakota,All,27
2015,Midwestern,Wisconsin,Male,110-119
2015,Midwestern,Wisconsin,Female,<10
2015,Midwestern,Wisconsin,All,122
2015,Southern,Alabama,Male,130-139
2015,Southern,Alabama,Female,<10
2015,Southern,Alabama,All,138
2015,Southern,Arkansas,Male,90-99
2015,Southern,Arkansas,Female,<10
2015,Southern,Arkansas,All,101
