Year,Quarter,Dwelling Unit,City,Zip,Paint Inspection/Risk Assessment Date,Clear/Close Date,Property Status,Year Built,Finished Square Feet,Number of Rooms,Number of Rooms Treated,Windows,Location of Work,Type of Work,Relocation Cost,HUD Lead Hazard Reduction Cost,Match LHR Cost,Total LHR cost,Other Rehab Cost,Local government cost,Income,Occupants Younger Than 6,Occupants 6 and Older,BLL <10,BLL 10-20,BLL > 20,BLL Unknown,BLL Greater Than 5,New Georeferenced Column,Date Updated
2012,First Quarter,Single Family,St. Paul,55104.0,December 02 2011,February 16 2012,Owner Occupied,1904,1660,18,12,22.0,Only Interior,Paint Stabilization and Window replacement,113.0,3756,3757,,0.0,,50-80,4.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2017,Second Quarter,,St. Paul,55106.0,April 18 2017,June 20 2017,Owner Occupied,1953,994,13,9,13.0,Only Interior,Paint Stabilization and Window replacement,0.0,1539,1540,,2010.0,,30-50,2.0,7.0,,,,,0.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,First Quarter,Single Family,St. Paul,55104.0,September 20 2011,January 11 2012,Owner Occupied,1894,1384,18,1,10.0,Only Interior,Paint Stabilization and Window replacement,0.0,2049,2049,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2014,Third Quarter,Unit #1,St. Paul,55103.0,July 17 2014,September 25 2014,Occupied Rental,1874,848,8,6,9.0,Interior Only,Window replacement and Paint stabilization,0.0,1422,1422,,0.0,,30-50,2.0,1.0,,,,1.0,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2012,Third Quarter,Unit #1,St. Paul,55106.0,April 27 2012,August 21 2012,Occupied Rental,1888,758,7,5,7.0,Only Interior,Paint Stabilization and Window replacement,0.0,1435,1435,,0.0,,30-50,3.0,1.0,,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Second Quarter,Unit #2,St. Paul,55130.0,April 03 2012,June 07 2012,Occupied Rental,1907,1424,10,6,12.0,Only Interior,Paint Stabilization and Window replacement,0.0,2769,2770,,0.0,,30-50,2.0,1.0,,,,1.0,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2019,First Quarter,,Saint Paul,55106.0,September 13 2018,March 26 2019,Owner Occupied,1903,1101,8,7,14.0,Only Interior,Paint Stabilization and Window replacement,572.0,2642,3962,,0.0,,30-50,1.0,6.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2020,First Quarter,,Saint Paul,55106.0,October 09 2019,February 07 2020,Owner Occupied,1924,1842,16,4,16.0,Only Interior,Paint Stabilization and Window replacement,0.0,2804,4205,,413.0,,30-50,1.0,2.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2011,Second Quarter,Single Family,St. Paul,55106.0,March 30 2011,June 15 2011,Owner Occupied,1929,874,9,8,12.0,Only Interior,Paint Stabilization and Window replacement,0.0,1987,1987,,0.0,,30-50,6.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2023,Second Quarter,,Saint Paul,55106.0,November 18 2022,April 26 2023,Owner Occupied,1899,1888,19,10,18.0,Interior and exterior,Paint Stabilization and Window replacement,0.0,0,1784,9103.0,,,<30,2.0,2.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2018,First Quarter,,St. Paul,55104.0,October 25 2017,February 06 2018,Occupied Rental,1922,998,12,9,24.0,Interior and exterior porch,Paint Stabilization and Window replacement,405.0,4200,4707,,0.0,,30-50,2.0,2.0,,,,,1.0,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2014,Third Quarter,Unit #2,St. Paul,55103.0,July 17 2014,September 24 2014,Occupied Rental,1874,690,8,7,12.0,Interior Only,Window replacement and Paint stabilization,0.0,1840,1840,,0.0,,30-50,2.0,2.0,1.0,1.0,,,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2010,Fourth Quarter,Unit #2,St. Paul,55104.0,July 26 2010,November 12 2010,Vacant,1912,840,11,9,,Only Interior,Paint Stabilization and Window replacement,0.0,2525,2525,,0.0,,,0.0,0.0,,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2012,Fourth Quarter,Single Family,St. Paul,55104.0,September 09 2012,November 01 2012,Owner Occupied,1914,1090,14,1,11.0,Front Porch,Paint Stabilization and Window replacement,0.0,2023,2023,,0.0,,50-80,3.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2016,Fourth Quarter,2,St. Paul,55106.0,July 28 2016,December 28 2016,Occupied Rental,1899,868,8,5,9.0,Only Interior,Paint Stabilization and Window replacement,0.0,2402,2402,,0.0,,30-50,2.0,3.0,,,,,0.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2010,First Quarter,Single Family,St. Paul,55107.0,July 27 2009,January 15 2010,Owner Occupied,1925,1682,13,10,,Only Interior,Paint Stabilization and Window replacement,339.0,4200,6672,,0.0,,,2.0,3.0,1.0,,,2.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2012,Second Quarter,Unit #1,St. Paul,55102.0,April 25 2012,May 30 2012,Occupied Rental,1900,984,6,5,11.0,Only Interior,Paint Stabilization and Window replacement,0.0,1874,1874,,0.0,,30-50,3.0,2.0,1.0,,,1.0,,"St. Paul 55102
(44.94339, -93.09648)","May 22, 2025"
2014,First Quarter,Unit #2,St. Paul,55106.0,October 29 2013,March 26 2014,Occupied Rental,1888,1194,10,8,10.0,Interior Only,Window replacement and Paint stabilization,0.0,1663,1664,,0.0,,30-50,3.0,1.0,,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,Third Quarter,,Saint Paul,55106.0,April 04 2019,September 25 2019,Occupied Rental,1913,1484,19,10,21.0,Only Interior,Paint Stabilization and Window replacement,403.0,3541,5311,,0.0,,30-50,2.0,5.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2020,Third Quarter,,Saint Paul,55104.0,May 07 2020,August 12 2020,Owner Occupied,1915,1364,14,9,25.0,Interior and exterior porch,Paint Stabilization and Window replacement,302.0,4875,7084,,0.0,,50-80,1.0,3.0,,,,,0.0,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2012,Second Quarter,Unit #2,St. Paul,55102.0,April 25 2012,May 31 2012,Occupied Rental,1900,630,6,6,8.0,Only Interior,Paint Stabilization and Window replacement,0.0,1478,1478,,0.0,,30-50,2.0,1.0,,,,1.0,,"St. Paul 55102
(44.94339, -93.09648)","May 22, 2025"
2017,Fourth Quarter,,St. Paul,55104.0,August 02 2017,October 17 2017,Occupied Rental,1885,1592,16,10,15.0,Only Interior,Stabilization and Window replacement,270.0,3030,3031,,0.0,,<30,2.0,2.0,,,,,0.0,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55106.0,August 01 2012,September 20 2012,Owner Occupied,1948,1046,12,8,14.0,Only Interior,Paint Stabilization and Window replacement,0.0,2575,2575,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2016,Fourth Quarter,1,St. Paul,55130.0,October 27 2016,December 21 2016,Occupied Rental,1884,1331,9,7,14.0,Only Interior,Paint Stabilization and Window replacement,0.0,1898,1899,,1940.0,,<30,0.0,5.0,,,,,0.0,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2017,Fourth Quarter,,St. Paul,55117.0,September 21 2017,December 14 2017,Owner Occupied,1947,1140,11,9,13.0,Only Interior,Stabilization and Window replacement,0.0,2657,2658,,0.0,,30-50,1.0,5.0,,,,,0.0,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55117.0,March 16 2009,May 20 2009,Owner Occupied,1922,1334,13,7,,Only Interior,Paint Stabilization and Window replacement,112.0,3384,3384,,0.0,,,3.0,1.0,,1.0,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2016,First Quarter,Single Family,St. Paul,55117.0,January 19 2016,March 15 2016,Owner Occupied,1951,1860,13,8,9.0,Interior Only,Window replacement and Paint stabilization,135.0,1804,1804,,0.0,,30-50,7.0,1.0,1.0,,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2010,Fourth Quarter,Single Family,St. Paul,55102.0,March 11 2010,October 20 2010,Vacant,1919,1074,12,8,,Only Interior,Paint Stabilization and Window replacement,0.0,4126,4127,,0.0,,,0.0,0.0,,,,,,"St. Paul 55102
(44.94339, -93.09648)","May 22, 2025"
2023,Fourth Quarter,,Saint Paul,55104.0,June 21 2023,October 23 2023,Owner Occupied,1909,1348,19,9,29.0,Only Interior,Paint Stabilization and Window replacement,0.0,0,3006,15029.0,,,50-80,1.0,2.0,,,,,,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2015,First Quarter,Single Family,St. Paul,55130.0,November 13 2014,January 06 2015,Owner Occupied,1923,1306,14,12,22.0,Interior Only,Window replacement and Paint stabilization,0.0,3954,3954,,0.0,,50-80,2.0,2.0,2.0,,,,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2018,Third Quarter,,St. Paul,55117.0,May 22 2018,August 16 2018,Owner Occupied,1890,1064,12,6,9.0,Only Interior,Paint Stabilization and Window replacement,0.0,2471,2472,,0.0,,<30,2.0,3.0,,,,,1.0,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2011,Fourth Quarter,Unit #2,St. Paul,55104.0,September 07 2011,December 16 2011,Owner Occupied,1921,1144,9,8,24.0,Only Interior,Paint Stabilization and Window replacement,0.0,3784,3784,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2009,Fourth Quarter,Duplex,St. Paul,55107.0,May 13 2009,October 16 2009,Vacant,1915,1136,11,9,,Only Interior,Paint Stabilization and Window replacement,0.0,4200,5200,,0.0,,,0.0,0.0,,,,,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2017,Fourth Quarter,,St. Paul,55119.0,August 16 2017,November 28 2017,Owner Occupied,1965,1176,7,5,9.0,Only Interior,Stabilization and Window replacement,540.0,2063,2064,,0.0,,50-80,1.0,2.0,,,,,1.0,"St. Paul 55119
(44.94448, -93.0213)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55107.0,April 08 2009,April 30 2009,Owner Occupied,1891,1619,13,11,,Only Interior,Paint Stabilization and Window replacement,212.0,4200,5368,,0.0,,,2.0,2.0,1.0,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2012,Fourth Quarter,Single Family,St. Paul,55104.0,October 08 2012,October 25 2012,Owner Occupied,1909,1267,14,7,14.0,Interior Only,Window replacement and Paint stabilization,0.0,2196,2197,,0.0,,50-80,4.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2012,Second Quarter,Single Family,St. Paul,55104.0,April 13 2012,June 06 2012,Owner Occupied,1923,816,10,7,21.0,Only Interior,Paint Stabilization and Window replacement,113.0,3544,3645,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2011,First Quarter,Single Family,St. Paul,55107.0,September 13 2010,January 20 2011,Owner Occupied,1921,1452,12,10,36.0,Only Interior,Paint Stabilization and Window replacement,0.0,4200,9798,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2018,Third Quarter,,St. Paul,55104.0,June 01 2018,August 15 2018,Owner Occupied,1890,997,11,9,12.0,Only Interior,Paint Stabilization and Window replacement,271.0,2974,2974,,0.0,,30-50,1.0,4.0,,,,,0.0,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2013,Third Quarter,Single Family,St. Paul,55103.0,July 29 2013,September 05 2013,Vacant,1907,1364,16,13,27.0,Interior and Front Porch,Window replacement and Paint stabilization,0.0,4200,4510,,40000.0,,,0.0,,,,,,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2016,Second Quarter,Single Family,St. Paul,55104.0,March 09 2016,May 03 2016,Owner Occupied,1909,1124,14,10,15.0,Interior Only,Window replacement and Paint stabilization,0.0,3460,3460,,0.0,,30-50,3.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2015,First Quarter,Single Family,St. Paul,55117.0,December 04 2014,February 04 2015,Owner Occupied,1950,1076,10,7,14.0,Interior Only,Window replacement and Paint stabilization,0.0,2955,2955,,0.0,,50-80,2.0,5.0,2.0,,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2019,Fourth Quarter,,Saint Paul,55104.0,September 05 2019,December 18 2019,Occupied Rental,1928,1464,12,8,28.0,Only Interior,Paint Stabilization and Window replacement,0.0,4200,9249,,0.0,,50-80,1.0,1.0,,,,,0.0,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2021,First Quarter,,Saint Paul,55103.0,September 11 2020,January 27 2021,Owner Occupied,1889,1375,15,7,16.0,Interior and exterior porch,Paint Stabilization and Window replacement,550.0,3961,3962,,550.0,,50-80,1.0,5.0,,,,,,"Saint Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2019,First Quarter,,Saint Paul,55106.0,October 10 2018,January 25 2019,Owner Occupied,1900,1662,13,6,12.0,Only Interior,Paint Stabilization and Window replacement,201.0,2938,4406,,0.0,,<30,5.0,6.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,Fourth Quarter,,Saint Paul,55102.0,August 26 2019,December 04 2019,Owner Occupied,1900,1266,15,10,26.0,Only Interior,Paint Stabilization and Window replacement,444.0,3996,6354,,360.0,,50-80,3.0,2.0,,,,,0.0,"Saint Paul 55102
(44.94339, -93.09648)","May 22, 2025"
2019,First Quarter,,Saint Paul,55104.0,December 06 2018,March 28 2019,Occupied Rental,1908,744,11,5,14.0,Interior and exterior porch,Paint Stabilization and Window replacement,291.0,2707,4061,,0.0,,<30,1.0,4.0,,,,,1.0,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2012,Third Quarter,Unit #1,St. Paul,55103.0,January 08 2012,July 26 2012,Occupied Rental,1922,1092,9,7,25.0,Only Interior,Paint Stabilization and Window replacement,0.0,3986,3986,,0.0,,50-80,3.0,1.0,1.0,,,,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2016,Second Quarter,Single Family,St. Paul,55107.0,January 19 2016,April 05 2016,Owner Occupied,1941,1649,14,9,17.0,Interior Only,Window replacement and Paint stabilization,0.0,3132,3132,,0.0,,50-80,3.0,2.0,1.0,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2012,First Quarter,Single Family,St. Paul,55106.0,January 11 2012,February 09 2012,Owner Occupied,1954,1150,10,5,9.0,Only Interior,Paint Stabilization and Window replacement,226.0,1524,1525,,0.0,,50-80,5.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2018,First Quarter,2,St. Paul,55130.0,December 14 2017,February 16 2018,Occupied Rental,1888,828,9,7,13.0,Only Interior,Paint Stabilization and Window replacement,541.0,2722,2723,,0.0,,<30,1.0,5.0,,,,,0.0,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2018,Third Quarter,,St. Paul,55106.0,July 03 2018,September 18 2018,Owner Occupied,1955,1108,9,7,13.0,Only Interior,Paint Stabilization and Window replacement,0.0,3048,3049,,760.0,,<30,1.0,8.0,,,,,0.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55106.0,April 23 2009,June 25 2009,Owner Occupied,1889,1250,11,10,,Only Interior,Paint Stabilization and Window replacement,225.0,3850,4768,,0.0,,,7.0,5.0,2.0,1.0,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2018,Third Quarter,,St. Paul,55117.0,June 27 2018,September 20 2018,Owner Occupied,1955,1033,13,9,18.0,Interior and exterior trim,Paint Stabilization and Window replacement,813.0,3712,3713,,0.0,,<30,3.0,7.0,,,,,0.0,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2020,Second Quarter,,Saint Paul,55107.0,February 27 2020,June 12 2020,Owner Occupied,1912,1299,15,11,15.0,Only Interior,Paint Stabilization and Window replacement,0.0,3135,4703,,0.0,,50-80,1.0,2.0,,,,,0.0,"Saint Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2013,Third Quarter,Unit #2,St. Paul,55103.0,April 29 2013,July 10 2013,Occupied Rental,1889,720,6,4,6.0,Interior Only,Window replacement and Paint stabilization,0.0,1064,1064,,0.0,,30-50,2.0,1.0,,1.0,,,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2013,Fourth Quarter,Single Family,St. Paul,55106.0,August 15 2013,December 11 2013,Owner Occupied,1919,1466,11,7,19.0,Interior Only,Window replacement and Paint stabilization,0.0,3655,3655,,0.0,,50-80,3.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2014,Third Quarter,Single Family,St. Paul,55106.0,July 18 2014,July 29 2014,Occupied Rental,1909,1296,12,8,13.0,Interior Only,Window replacement and Paint stabilization,0.0,3370,3370,,0.0,,50-80,4.0,3.0,1.0,1.0,1.0,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2016,Second Quarter,Unit #1,St. Paul,55107.0,April 27 2016,June 28 2016,Occupied Rental,1885,1288,10,7,12.0,Interior Only,Window replacement and Paint stabilization,270.0,2164,2165,,0.0,,,3.0,1.0,,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2015,Second Quarter,Single Family,St. Paul,55104.0,April 21 2015,June 17 2015,Occupied Rental,1904,1487,12,9,30.0,Interior and Porch,Window replacement and Paint stabilization,632.0,4200,6675,,0.0,,50-80,2.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2013,First Quarter,Single Family,St. Paul,55104.0,October 01 2012,March 20 2013,Occupied Rental,1907,1030,10,6,9.0,Interior Only,Window replacement and Paint stabilization,0.0,1522,1522,,0.0,,50-80,2.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2013,Second Quarter,Single Family,St. Paul,55106.0,January 02 2013,May 08 2013,Owner Occupied,1926,2025,19,9,19.0,Interior Only,Window replacement and Paint stabilization,0.0,2724,2725,,0.0,,50-80,3.0,3.0,1.0,,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,First Quarter,,Saint Paul,55104.0,May 30 2018,February 05 2019,Owner Occupied,1911,1320,12,8,24.0,Interior and exterior porch,Paint Stabilization and Window replacement,271.0,4418,6627,,0.0,,30-50,2.0,3.0,,,,,0.0,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2018,Third Quarter,,St. Paul,55106.0,July 27 2018,September 25 2018,Owner Occupied,1914,801,12,8,20.0,Interior and Exterior porch,Paint Stabilization and Window replacement,0.0,4200,4768,,0.0,,<30,2.0,7.0,,,,,1.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Third Quarter,Unit #3,St. Paul,55104.0,June 06 2012,July 17 2012,Occupied Rental,1903,1280,6,5,8.0,Interior Only,Window replacement and Paint stabilization,0.0,1488,1489,,0.0,,30-50,4.0,3.0,1.0,1.0,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2012,First Quarter,Single Family,St. Paul,55106.0,January 08 2012,February 23 2012,Owner Occupied,1925,1007,12,10,25.0,Only Interior,Paint Stabilization and Window replacement,0.0,4034,4035,,0.0,,50-80,5.0,3.0,2.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2016,Third Quarter,,St. Paul,55119.0,June 01 2016,August 17 2016,Owner Occupied,1959,960,9,6,12.0,Only Interior,Stabilization and Window replacement,0.0,2330,2330,,0.0,,30-50,2.0,6.0,,,,,0.0,"St. Paul 55119
(44.94448, -93.0213)","May 22, 2025"
2010,Fourth Quarter,Single Family,St. Paul,55130.0,August 25 2010,October 12 2010,Occupied Rental,1896,1360,14,8,,Only Interior,Paint Stabilization and Window replacement,226.0,2651,2651,,0.0,,,2.0,1.0,,1.0,,,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2012,Second Quarter,Single Family,St. Paul,55104.0,March 08 2012,May 23 2012,Owner Occupied,1913,1116,10,8,21.0,Only Interior,Paint Stabilization and Window replacement,113.0,4194,4194,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2016,First Quarter,Single Family,St. Paul,55107.0,December 16 2015,February 29 2016,Owner Occupied,1890,640,8,5,8.0,Interior Only,Window replacement and Paint stabilization,0.0,1681,1682,,0.0,,<30,2.0,1.0,,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2013,Third Quarter,Unit #1,St. Paul,55103.0,April 29 2013,July 11 2013,Occupied Rental,1889,1008,7,5,11.0,Interior Only,Window replacement and Paint stabilization,0.0,1720,1721,,0.0,,30-50,2.0,,1.0,,,,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2011,Third Quarter,Single Family,St. Paul,55106.0,August 02 2011,September 22 2011,Occupied Rental,1885,637,9,7,10.0,Only Interior,Paint Stabilization and Window replacement,113.0,1674,1675,,0.0,,30-50,3.0,1.0,1.0,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2023,Second Quarter,,Saint Paul,55104.0,September 26 2022,May 16 2023,Owner Occupied,1906,1073,15,4,16.0,Only Interior,Paint Stabilization and Window replacement,0.0,0,3940,8042.0,,,50-80,0.0,1.0,,,,,,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2010,Fourth Quarter,Single Family,St. Paul,55107.0,September 14 2010,October 27 2010,Owner Occupied,1889,758,10,7,,Only Interior,Paint Stabilization and Window replacement,0.0,4140,4140,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2015,Third Quarter,Single Family,St. Paul,55106.0,November 06 2014,September 22 2015,Owner Occupied,1911,1002,11,10,14.0,Interior and Porch,Window replacement and Paint stabilization,0.0,2383,2384,,0.0,,30-50,2.0,3.0,1.0,,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2018,Second Quarter,,St. Paul,55104.0,March 05 2018,May 03 2018,Occupied Rental,1900,1390,14,8,16.0,Only Interior,Paint Stabilization and Window replacement,271.0,3490,3490,,0.0,,30-50,1.0,5.0,,,,,0.0,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2014,Second Quarter,Single Family,St. Paul,55104.0,April 22 2014,May 21 2014,Occupied Rental,1887,1264,12,7,13.0,Interior Only,Window replacement and Paint stabilization,0.0,2043,2043,,0.0,,30-50,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2021,Second Quarter,,Saint Paul,55105.0,January 07 2021,April 06 2021,Owner Occupied,1919,1212,10,6,10.0,Only Interior,Paint Stabilization and Window replacement,191.0,2536,2536,,0.0,,50-80,1.0,4.0,,,,,,"Saint Paul 55105
(44.93427, -93.17401)","May 22, 2025"
2014,Fourth Quarter,Unit #1,St. Paul,55106.0,September 10 2014,October 21 2014,Occupied Rental,1884,820,8,4,6.0,Interior Only,Window replacement and Paint stabilization,0.0,1005,1006,,0.0,,30-50,3.0,3.0,1.0,,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2013,Second Quarter,Unit #2,St. Paul,55117.0,January 15 2013,June 21 2013,Occupied Rental,1900,874,7,7,11.0,Interior Only,Window replacement and Paint stabilization,0.0,2000,2001,,0.0,,50-80,1.0,1.0,1.0,,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2018,First Quarter,,St. Paul,55104.0,January 05 2018,March 01 2018,Owner Occupied,1922,1440,14,10,25.0,Only Interior,Paint Stabilization and Window replacement,406.0,4200,6126,,0.0,,50-80,3.0,2.0,,,,,0.0,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2018,Fourth Quarter,,St. Paul,55106.0,October 11 2018,December 20 2018,Occupied Rental,1910,2158,13,9,10.0,Only Interior,Paint Stabilization and Window replacement,0.0,2449,2449,,0.0,,30-50,1.0,6.0,,,,,0.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,Fourth Quarter,Single Family,St. Paul,55106.0,August 06 2009,December 09 2009,Owner Occupied,1895,1205,9,7,,Only Interior,Paint Stabilization and Window replacement,113.0,2559,2559,,0.0,,,3.0,1.0,,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2013,Second Quarter,Single Family,St. Paul,55106.0,February 11 2013,April 10 2013,Owner Occupied,1923,1444,13,10,31.0,Interior Only,Window replacement and Paint stabilization,0.0,3578,3578,,1190.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2015,Fourth Quarter,Unit #2,St. Paul,55106.0,October 07 2015,December 18 2015,Occupied Rental,1884,760,5,4,6.0,Interior Only,Window replacement and Paint stabilization,134.0,1190,1190,,0.0,,30-50,2.0,1.0,1.0,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2011,Second Quarter,Single Family,St. Paul,55106.0,January 06 2011,June 09 2011,Occupied Rental,1924,1340,13,10,22.0,Only Interior,Paint Stabilization and Window replacement,0.0,3510,3511,,0.0,,30-50,2.0,2.0,1.0,1.0,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,Fourth Quarter,Single Family,St. Paul,55119.0,April 16 2009,November 13 2009,Owner Occupied,1955,962,8,7,,Only Interior,Paint Stabilization and Window replacement,0.0,2257,2257,,0.0,,,5.0,1.0,,,,1.0,,"St. Paul 55119
(44.94448, -93.0213)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55103.0,January 13 2009,April 29 2009,Occupied Rental,1891,1043,13,9,,Only Interior,Paint Stabilization and Window replacement,0.0,1905,1905,,0.0,,,4.0,3.0,1.0,,,2.0,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2014,Third Quarter,Single Family,St. Paul,55103.0,June 16 2014,August 15 2014,Occupied Rental,1889,1063,13,7,14.0,Interior Only,Window replacement and Paint stabilization,0.0,2217,2217,,0.0,,30-50,4.0,2.0,1.0,1.0,,,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2019,Second Quarter,1,Saint Paul,55130.0,February 21 2019,June 19 2019,Occupied Rental,1889,1012,9,7,16.0,Only Interior,Paint Stabilization and Window replacement,0.0,3730,3730,,0.0,,30-50,0.0,6.0,,,,,0.0,"Saint Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2009,Fourth Quarter,Single Family,St. Paul,55104.0,September 17 2009,December 18 2009,Occupied Rental,1905,1364,16,10,,Only Interior,Paint Stabilization and Window replacement,451.0,2204,2204,,0.0,,,2.0,3.0,1.0,,1.0,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
